binding URI,file URL,msID,shelfmark,collection,binding,condition,decoNote,binding contemporary,binding not after,binding not before,binding height,binding height max,binding height min,binding width,binding width max,binding width min,binding depth,binding depth max,binding depth min,binding unit
Exeter_College_MS_44_binding_1,manuscript_11039,Exeter_College_MS_44,Exeter College MS. 44,Exeter College,"Sewn on five bands. Standard Exeter binding: simple and quite elegant, calf over millboards, the calf bearing blind decoration of a floral type, early 19th century. Red leather label on spine with gold-stamped title. Endbands perhaps originally white and brown.",,,,1850,1800,,,,,,,,,,
Exeter_College_MS_45_binding_1,manuscript_11040,Exeter_College_MS_45,Exeter College MS. 45,Exeter College,"Sewn on four bands between wooden boards (the front with outward bevel, the back with inward bevel, and therefore perhaps reversed before the rebinding) covered with blind-stamped leather (Oldham, , MW. d(11), Oxford, 1613–14; Ker, , Roll xx (1)). On the front cover are the remains of two straps each held by five of the usual Oxford nails (one of which is lacking from the lower position). The thongs enter the boards through a tunnel in the edge. Endbands blue and ?brown; red edges, fore-edge title. Spine renewed; red leather label with gold title. The front pastedown and fol. i have holes from an iron chain-plate and stains which run as far as fol. 1.EBSBPastedowns",,,,1614,1613,,,,,,,,,,
Exeter_College_MS_46_binding_1,manuscript_11041,Exeter_College_MS_46,Exeter College MS. 46,Exeter College,"Sewn on five bands between millboards covered with gold-stamped and filleted calf, early nineteenth century. The pattern of the painted and gilded fore-edge is now too indistinct to describe but probably dates from the 19th-century rebinding.",,,,1900,1800,,,,,,,,,,
Exeter_College_MS_47_binding_1,manuscript_11042,Exeter_College_MS_47,Exeter College MS. 47,Exeter College,"Sewn on eight bands between bevelled wooden boards covered with worn golden-coloured patterned damask. Rebacked, with a leather spine; remains of a round paper label on it. On the upper cover are two sets of holes from the nails of a tie-holder, from one of which a fragment of a tie hangs, and two recesses from two earlier strap-fastenings, with corresponding corrosion on fol. iii, the original pastedown. On the lower cover are corresponding single holes from the nails of two catches.",,,true,1400,1360,,,,,,,,,,
Exeter_College_MS_49_binding_1,manuscript_11043,Exeter_College_MS_49,Exeter College MS. 49,Exeter College,"Sewn on three bands between square-edged, calf-covered wooden boards with the cords entering the boards through a tunnel and held in place by wooden pegs, s. xv. Under the front pastedown can be seen a fragment of paper with 5–6 lines of Latin in a cursive hand, s. xv.",,,true,1500,1400,,,,,,,,,,
Exeter_College_MS_50_binding_1,manuscript_11044,Exeter_College_MS_50,Exeter College MS. 50,Exeter College,Sewn on four bands between 18th-century millboards covered with marbled paper and half-leather. On the spine is a red leather label with a gold title.,,,,1800,1700,,,,,,,,,,
Exeter_College_MS_51_binding_1,manuscript_11045,Exeter_College_MS_51,Exeter College MS. 51,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_52_binding_1,manuscript_11046,Exeter_College_MS_52,Exeter College MS. 52,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on five bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_53_binding_1,manuscript_11047,Exeter_College_MS_53,Exeter College MS. 53,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_54_binding_1,manuscript_11048,Exeter_College_MS_54,Exeter College MS. 54,Exeter College,"Rebound in the 19th century. Stamped leather bindings over square-edged wooden board, the stamp used is a 19th-century imitation of the binding that survives on the other manuscripts of the group of MSS 51–68–in style although not in the details of the tool. Sewn on seven bands, and otherwise as MS 51 except that the rolls used are a 19th-century imitation of the roll used on that and the other volumes. See Watson, , p. 87.Exeter",,,,1900,1800,,,,,,,,,,
Exeter_College_MS_55_binding_1,manuscript_11049,Exeter_College_MS_55,Exeter College MS. 55,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_56_binding_1,manuscript_11050,Exeter_College_MS_56,Exeter College MS. 56,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. The remains of only one of the two straps survive. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_57_binding_1,manuscript_11051,Exeter_College_MS_57,Exeter College MS. 57,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. There are remains of only one of the two straps, and three of the five tacks that held the lower strap have been lost. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_58_binding_1,manuscript_11052,Exeter_College_MS_58,Exeter College MS. 58,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_59_binding_1,manuscript_11053,Exeter_College_MS_59,Exeter College MS. 59,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on eight bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_60_binding_1,manuscript_11054,Exeter_College_MS_60,Exeter College MS. 60,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_61_binding_1,manuscript_11055,Exeter_College_MS_61,Exeter College MS. 61,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_62_binding_1,manuscript_11056,Exeter_College_MS_62,Exeter College MS. 62,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. On eight bands, with the remains of two straps; spine renewed. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_63_binding_1,manuscript_11057,Exeter_College_MS_63,Exeter College MS. 63,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on eight bands. Boards have square edges. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_64_binding_1,manuscript_11058,Exeter_College_MS_64,Exeter College MS. 64,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. Boards have square edges. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_65_binding_1,manuscript_11059,Exeter_College_MS_65,Exeter College MS. 65,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on eight bands. Boards have square edges. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_66_binding_1,manuscript_11060,Exeter_College_MS_66,Exeter College MS. 66,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_67_binding_1,manuscript_11061,Exeter_College_MS_67,Exeter College MS. 67,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on seven bands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_68_binding_1,manuscript_11062,Exeter_College_MS_68,Exeter College MS. 68,Exeter College,"Stamped leather bindings over square-edged wooden boards, (presumably) rebound; stamp used was employed in Oxford between 1535 and 1621, here in the second phase state, probably 1605–10. Two straps held by nails. Refurbished in the 19th century (1839?): that volumes were resewn is indicated by the very tight binding, which makes collation difficult, and by the provision of new endbands; edges were stained red; book was reinforced by pasting long strips of canvas round the spine and attached to the boards, and the old spines were replaced. Sewn on five bands. No headbands. For other details see Watson, , p. 87.c.Exeter",,,,1610,1605,,,,,,,,,,
Exeter_College_MS_69_binding_1,manuscript_11063,Exeter_College_MS_69,Exeter College MS. 69,Exeter College,Sewn on four bands between millboards covered with 19th-century leather; marbled pastedowns.,,,,1900,1800,,,,,,,,,,
Exeter_College_MS_87_binding_1,manuscript_11064,Exeter_College_MS_87,Exeter College MS. 87,Exeter College,"Sewn on three bands between early 19th-century millboards covered with parchment. Three green ties (tapes) remain, one on the front cover and two on the back.",,,,1900,1800,,,,,,,,,,
Exeter_College_MS_115_binding_1,manuscript_11065,Exeter_College_MS_115,Exeter College MS. 115,Exeter College,"The cover is a limp parchment sheet, virtually all doubled by folding and crudely sewn to the quires by knotted strips of parchment. There are the remains of two green ties on front and back covers. Reinforcing strips are mostly fragments of late medieval documents (all eight in item 1 are from the same document) but some are coarser membrane which had never been used for documents.",,,,,,,,,,,,,,,
Exeter_College_MS_129_binding_1,manuscript_11066,Exeter_College_MS_129,Exeter College MS. 129,Exeter College,"Sewn on six bands. Standard Exeter binding but with three blind fillets on outer edges: simple and quite elegant, calf over millboards, the calf bearing blind decoration of a floral type, early 19th century.",,,,1850,1800,,,,,,,,,,
Exeter_College_MS_134_binding_1,manuscript_11067,Exeter_College_MS_134,Exeter College MS. 134,Exeter College,"Sewn on five bands between slightly cushion-bevelled wooden boards covered with pink whittawed leather (s. xv). The cords enter the boards through tunnels in the edge and are secured with wooden pegs. On the front cover are the remains of two pink leather straps each held by three nails and there are corresponding catches on the back cover, each held by a single nail.",,,true,1500,1410,,,,,,,,,,
Exeter_College_MS_153_binding_1,manuscript_11068,Exeter_College_MS_153,Exeter College MS. 153,Exeter College,"Sewn on five bands between wooden boards covered with blind-stamped calf, s. xv (not identifiable in Oldham, ). The pattern is of the ‘all-over’ type described by G. Pollard, ‘The names of some English fifteenth-century binders’, , 5th ser. 25 (1970), 193–218, used in London, Oxford, Cambridge, and Salisbury, mostly before 1475. The thongs are brought in through tunnels in the edges of the boards. On the front cover are the remains of two straps, each held by three tacks, and on the back cover are the remains of two clasps.4/4EBSBThe Library",,,true,1500,1475,,,,,,,,,,
Exeter_College_MS_158_binding_1,manuscript_11069,Exeter_College_MS_158,Exeter College MS. 158,Exeter College,"Sewn on four bands between cushion-bevelled wooden boards covered with pink whittawed leather, now shiny (s. xv). On the front cover is a strap held by three nails and on the back cover a hole from the corresponding clasp. The cords enter through tunnels in the side of the boards and are held by wooden pegs.",,,true,1500,1400,,,,,,,,,,
Exeter_College_MS_159_binding_1,manuscript_11070,Exeter_College_MS_159,Exeter College MS. 159,Exeter College,Sewn on three bands between flush bevelled wooden boards covered with once-white whittawed leather which is now smooth and shiny (s. xv). Endbands are blue and white (or brown?). On the front cover are the remains of one strap attached with two nails but a corresponding catch on the back cover has been lost.,,,,1500,1400,,,,,,,,,,
Exeter_College_MS_167_binding_1,manuscript_11071,Exeter_College_MS_167,Exeter College MS. 167,Exeter College,"Sewn on two bands in a stiff membrane cover with two green ribbon ties on each cover. The flyleaves (fols. i, I) are a single sheet wrapped round the spine.",,,,,,,,,,,,,,,
Exeter_College_MS_186_binding_1,manuscript_11072,Exeter_College_MS_186,Exeter College MS. 186,Exeter College,"Sewn on four bands between thin wooden boards covered with gilt brown morocco, s. xv; holes on both covers indicate that two ties are missing from each; patterned fore-edge; spine labelled down the length ‘SUETONIUS MS. MEMBR: DEPICTIS INITIALIBUS.’ No. 2660 and pl. A5 in T. De Marinis, , 3 (Florence, 1960), 29. In the centre of the front cover is a blind roundel showing the judgment of Paris (illus. by De Marinis, pl. after p. 16) and on the back cover a roundel containing a satyr and a woman as on a Suidas at Trinity College Cambridge which belonged to (H. M. Nixon, (London, 1965), no. 3 and pl. III). See also [exhibition cat., Bodleian Library]; Oxford, 1968), no. 9. The patterned fore-edge may contain Grolier’s arms. Through the pastedowns can be seen three fragments of a written text extending round the spine, each 240 mm wide and 70–80 mm high. In his doctoral thesis, . Diss. zur Erlangung der Würde des Doktors der Philosophie (Hamburg, 1984), Gustav Beck advances the view that the binding was done in Venice in 1515 or 1516, for Lodovico Ricchieri da Rovigo, b. 1469, and not in Milan for Grolier 1509–15 as generally accepted.La Legatura artistica in Italia nei secoli xv e xviJean GrolierBookbindings from the Library of Jean Grolier: A Loan Exhibition [at the British Museum]Fine Bindings 1500–1700 from Oxford Librariesc.Norditalienische Plakettenbände der 1. Hälfte des 16. Jahrhunderts und ihr Bezug zu Grolierc.",,,,1516,1400,,,,,,,,,,
Exeter_College_MS_187_binding_1,manuscript_11073,Exeter_College_MS_187,Exeter College MS. 187,Exeter College,"Sewn on three bands, between millboards covered with plain parchment, 18th century; probably Italian. On the spine is ‘Petrarca M.S.’ and a label bearing a number (see History below).",,,,1800,1700,,,,,,,,,,
Exeter_College_MS_188_binding_1,manuscript_11074,Exeter_College_MS_188,Exeter College MS. 188,Exeter College,"Sewn on five bands between wooden boards covered with stamped calf (Italian, s. xv), rebacked. Brown endbands; gilt edges. De Marinis, (as MS 186), 3. 103, no. 3035.Legatura",,,true,1500,1450,,,,,,,,,,
Trinity_College_MS_93_binding_1,manuscript_11184,Trinity_College_MS_93,Trinity College MS. 93,Trinity College,"Marbled paper and red leather over pasteboard, 19th century (1808 (?)). Red leather spine with gilt decoration. Gilt lettering on spine: ‘TREVISA’S COMM ON THE BIBLE’ and ‘M.S.S ANT.’. Marbled paper pastedowns; paper and parchment flyleaves.",,,,,,,,,,,,,,,
St_Johns_College_MS_1_binding_1,manuscript_12001,St_Johns_College_MS_1,St John's College MS 1,St_Johns_College,"Later brown leather, s. xviii over slightly bevelled wooden boards, probably from a medieval binding. Partially restored at the bottom of both boards and along the spine of the top board. Sewn on nine double heavy white cords, taken straight into the board, as in but unstaggered. Remains of seats for two straps on upper board (with five? brass nails in each) and nail holes from their clasps near the centre of the lower board. Two nails from a chain staple in Early modern vellum paste-downs front and rear blank except for college bookplates on each (different ones). At the front, one paper and one vellum flyleaf; a single paper flyleaf at the rear (iii). has a note of contents, ‘Augustini Homeliae in Iohannem’, s. xviii.Pollard’s figure 5Watson’s position 6.Fol. ii",,,,1800,1700,,,,,,,,,,
St_Johns_College_MS_2_binding_1,manuscript_12002,St_Johns_College_MS_2,St John's College MS 2,St_Johns_College,"Wooden boards with slightly bevelled edges, probably s. xv, recovered in s. xix incised brown leather (a small grid pattern). Sewn on nine thongs, the two outer pairs, head and foot, pegged into a single hole, as in . A single nail-hole from a chain staple in ‘2’ in gold at the head of the spine and in black ink on the leading edges, above it also in black crayon a notation of contents, ‘Nottingham’. Pastedowns modern marbled paper. At the front and rear, a single modern paper leaf (the rear ii), both blank.Pollard’s figure 6Watson’s position 4.",,,,1500,1400,,,,,,,,,,
St_Johns_College_MS_4_binding_1,manuscript_12004,St_Johns_College_MS_4,St John's College MS 4,St_Johns_College,"Wooden boards bevelled on the inner edges, re-covered in brown leather with ornate gold stamping, s. xvii in. The binding retouched at the Bodleian Library, 1981. Sewn on six thongs, taken straight into the board as in Pollard’s figures 3 and 4. Grooves in both boards for two straps and clasps (three of the four brass nails for the latter still present in the lower board). Gold ‘4’ at the head of the spine and gold floral stamps in each spine compartment. Black ink ‘4’ on the leading edges. Pastedowns are modern vellum, with the College bookplate on the front pastedown. At the front, a modern paper flyleaf and a medieval vellum one; at the rear, a medieval vellum flyleaf and a modern paper one (iii–iv). The two vellum flyleaves may have been pastedowns in an earlier binding. For discussion of the binding, see ‘Fine Bindings 1500–1700 from Oxford Libraries’ (Oxford: Bodleian Library, 1968), no. 126 (71) and plate 27. Here the binding is tentatively identified with John de Planche, a French binder working in London, and there are further references.",,,,1625,1600,,,,,,,,,,
St_Johns_College_MS_5_binding_1,manuscript_12005,St_Johns_College_MS_5,St John's College MS 5,St_Johns_College,"Modern replacement; the upper third of the spine now lost and the lower board almost totally detached. Sewn on five thongs. At the front, a marbled paper leaf a modern paper flyleaf, a vellum flyleaf; at the rear, a modern paper flyleaf and another marbled paper one (iv–v). Fol. iii may have been an earlier pastedown and has holes and verdigris from a chain staple in position 6.Watson’s",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_6_binding_1,manuscript_12006,St_Johns_College_MS_6,St John's College MS 6,St_Johns_College,"A modern replacement. Sewn on six thongs. At the front and rear, one modern paper flyleaf. A paper tab inside the front cover notes College ownership (s. xix).",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_7_binding_1,manuscript_12007,St_Johns_College_MS_7,St John's College MS 7,St_Johns_College,"A modern replacement. Sewn on six thongs. At the front and rear, single marbled paper flyleaves (the rear ii).",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_8_binding_1,manuscript_12008,St_Johns_College_MS_8,St John's College MS 8,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, a modern paper flyleaf, and a medieval vellum flyleaf, half a bifolium whose stub shows before it; at the rear, a modern paper flyleaf and another marbled paper leaf ().iv–v",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_9_binding_1,manuscript_12009,St_Johns_College_MS_9,St John's College MS 9,St_Johns_College,"Brown reversed calf over millboards,? late s. xvii. Sewn on six thongs. A chain staple mark in position 6. Two pairs of cloth ties to close the book. At the top of the spine a gold ‘9’, and a fragment of a pasted paper label ‘45’ on the back cover. A College bookplate on the front pastedown. ‘Gloss in eua 9’, in black ink on the leading edges.Watson’s",,,,1700,1650,,,,,,,,,,
St_Johns_College_MS_9_binding_2,manuscript_12009,St_Johns_College_MS_9,St John's College MS 9,St_Johns_College,Two modern paper flyleaves at front and rear.,,,,,1700,,,,,,,,,,
St_Johns_College_MS_10_binding_1,manuscript_12010,St_Johns_College_MS_10,St John's College MS 10,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and a modern paper flyleaf; at the rear, three medieval flyleaves ( single and pasted to , a bifolium), a modern paper flyleaf, and another marbled paper leaf (iii–iv).fol. 123fol. 124fols. 124 + 125",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_11_binding_1,manuscript_12011,St_Johns_College_MS_11,St John's College MS 11,St_Johns_College,"Slightly bevelled wooden boards, probably the remains of the medieval binding, re-covered with plain brown leather, s. xvi (?). Sewn on five thongs. Gold ‘11’ at head of spine; ‘11 Lib homil” in black and brown ink on the leading edges. Pastedowns marbled paper front and rear (the front with a College bookplate, inscribed ‘Cod. MS. XI’). At the front, a modern paper flyleaf and four medieval vellum ones; at the rear, a medieval vellum flyleaf, a raised pastedown from an earlier binding (ii).",,,,1600,1500,,,,,,,,,,
St_Johns_College_MS_14_binding_1,manuscript_12014,St_Johns_College_MS_14,St John's College MS 14,St_Johns_College,"Wooden boards from a medieval binding, re-covered in brown leather, s. xvii. Sewn on seven thongs, taken straight into the board, as in ‘14’ stamped in gold at the head of the spine and in black ink on the leading edges. The front pastedown is waste medieval vellum, with a College bookplate and a note identifying the contents (‘Catena petri de Harentale prioris Floreffiensis praemonstratensis ordinis in Psalmos’, s. xvii); the rear pastedown, modern marbled paper. At the front and rear, one modern paper flyleaf (the rear ).Pollard’s figure 5.fol. ii",,,,1700,1400,,,,,,,,,,
St_Johns_College_MS_15_binding_1,manuscript_12015,St_Johns_College_MS_15,St John's College MS 15,St_Johns_College,"Wooden boards from a medieval binding, re-covered with brown leather, in a small stippled pattern with stamped lattice design, s. xviii. Sewn on six thongs. Gold ‘15’ at the head of the spine, in black ink on the leading edges. At the front and rear, single paper flyleaves (the rear one fol. ii), both blank. A College bookplate on the front pastedown, with s. xviii notes on contents.",,,,1800,1425,,,,,,,,,,
St_Johns_College_MS_16_binding_1,manuscript_12016,St_Johns_College_MS_16,St John's College MS 16,St_Johns_College,"Modern replacement. Sewn on five thongs. Gold ‘16’ at the top of the spine; and in black ink on the leading edges. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, a modern paper leaf and another marbled paper leaf (). A College bookplate on the front pastedown.iv–v",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_17_binding_1,manuscript_12017,St_Johns_College_MS_17,St John's College MS 17,St_Johns_College,"Dark brown leather, probably s. xvii, over medieval wooden boards (probably not original, but from a rebinding associated with the thirteenth-century scribes), with gold-stamped centrepiece on both boards and a thin gold fillet. Sewn on five thongs. In each board, five metal bosses, those at the corners with plates, and a single large round central boss. Two intact clasps in the lower board, the straps now missing, although grooves for them remain in the upper board. ‘17’ in gold at the head of the spine, ‘old’ in black ink on the leading edges. Pastedowns modern paper, a College bookplate on the front one. At the front, five modern paper flyleaves; at the rear, five more (vi–x).",,,,1700,1600,,,,,,,,,,
St_Johns_College_MS_18_binding_1,manuscript_12018,St_Johns_College_MS_18,St John's College MS 18,St_Johns_College,A modern replacement. Sewn on six thongs. A vellum front flyleaf.,,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_19_binding_1,manuscript_12019,St_Johns_College_MS_19,St John's College MS 19,St_Johns_College,"Brown reversed calf over millboards, s. xviii. Sewn on five thongs. ‘19’ in gold at the head of the spine. Two pairs of string ties front and rear; a chain staple mark with two intact nails in Watson’s position 6, the staple intact inside the front cover. A College bookplate on the front pastedown. One blank modern paper flyleaf at the rear (i).",,,,1800,1700,,,,,,,,,,
St_Johns_College_MS_20_binding_1,manuscript_12020,St_Johns_College_MS_20,St John's College MS 20,St_Johns_College,A modern replacement. Sewn on five thongs. Single modern paper flyleaves at the front and rear (ii).,,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_21_binding_1,manuscript_12021,St_Johns_College_MS_21,St John's College MS 21,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and a medieval vellum flyleaf; at the rear, two modern paper flyleaves and another marbled leaf . (fols. v–vii)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_23_binding_1,manuscript_12023,St_Johns_College_MS_23,St John's College MS 23,St_Johns_College,"A modern replacement. Sewn on five thongs. At both the front and rear, two modern paper flyleaves (the rear iii–iv). The current fol. 24, probably originally the end of the roll, has been used as a pastedown in a former binding; it has repaired nail-holes from a chain staple attached at the leading edge of the foot of the leaf.",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_24_binding_1,manuscript_12024,St_Johns_College_MS_24,St John's College MS 24,St_Johns_College,"A modern replacement. Sewn on five thongs. At the front, a marbled paper flyleaf, two modern paper flyleaves, and two medieval vellum ones (a bifolium, the first of these, , a former pastedown). At the rear, two modern paper flyleaves and a marbled paper one .fol. iv(vi–viii)",,,,1950,1750,,,,,,,,,,
St_Johns_College_MS_25_binding_2,manuscript_12025,St_Johns_College_MS_25,St John's College MS 25,St_Johns_College,Single modern paper flyleaves front and rear (ii).,,,,,1600,,,,,,,,,,
St_Johns_College_MS_25_binding_1,manuscript_12025,St_Johns_College_MS_25,St John's College MS 25,St_Johns_College,"Plain brown leather over millboards, s. xvi. Sewn on five thongs. On both boards, remains of anchors for cloth ties to close the book. Nail-holes and an impression from a chain-staple in position 6. Pastedowns modern marbled paper, a College bookplate on the front one.Watson’s",,,,1600,1500,,,,,,,,,,
