file URL,msID,shelfmark,collection,part,part type,summary,deco description,type,locus,from,to,date,when,notAfter,notBefore,calendar,scribe name(s),scribe code(s),signer name(s),signer code(s),artist name(s),artist code(s),patron name(s),patron code(s),dedicatee name(s),dedicatee code(s),former owner name(s),former owner code(s),donor name(s),donor code(s),other person name(s),other person code(s),artist name(s),artist code(s),other org name(s),other org code(s),placeName(s),place code(s),bibl(s),ref(s),ref URI(s)
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",August: man reaping grain,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","fol. 130r Psalm 52 (initial D(ixit)) The Fool, holding a club and eating bread, spoken to by the Devil.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","fol. 196v (miniature) Crucifixion, with Mary and John, sun and moon.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","fol. 159r Psalm 68 (initial S(aluum)) King David praying in waters with fish in the lower part; half-figure of Christ with cruciform halo, holding a book and blessing in the upper part.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",fol. 230v Psalm 97 (initial C(antate)) Tonsured clerics singing from a book open on a lectern.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",fol. 158v (miniature) Christ carrying the Cross.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","fol. 197r Psalm 80 (initial E(xultate)) King David, seated, playing bells (defaced).",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","Blue, pink and red KL monograms on gold backgrounds and borders made of gold, blue and pink bars, decorated with coiled tendrils, foliage, animals and birds in the calendar. Man holding a forked staff in the border of the August page (fol. 8v).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",March: man pruning a tree,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","January: three-faced Janus, feasting",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",April: man carrying flowering branches,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","May: man on horseback with a hawk, a dog outside the frame",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",June: man mowing hay with a scythe,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",fol. 129v (miniature) Flagellation.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","fol. 19r, Psalm 1. (full border) Hunter blowing horn and dog chasing a deer; armoured knight piercing a grotesque with a lance; rabbit.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","fol. 67r, Psalm 26 (full border) Ape; grotesque, playing a musical instrument.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","(fol. 14v) Annunciation: the Virgin Mary, holding a book, and angel, holding a scroll with lettering ‘Aue maria gratiatia [sic] plena dominus’.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",December: man slaughtering a pig.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","(fol. 17v) Slaughter of the Innocents: seated Herod, two soldiers, one piercing a baby with a sword (rubbed).",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","(fol. 16v) Adoration of the Magi: the Virgin and Child, blessing, three crowned Magi with gifts, one kneeling, another pointing to the star.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","(fol. 15v) Nativity: the Virgin Mary lying on a bed covered with vair (?), Joseph seated by her side, Child in a cradle, heads of the ox and ass (defaced).",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",fol. 230v Psalm 97 (full border) Half-figure of a tonsured cleric playing organ.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",fol. 100r Psalm 38 (full border) Bird; grotesques.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","fol. 159r Psalm 68 (full border) Grotesque, butterfly.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","November: man knocking down acorns for pigs, a second tree outside the frame",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander","fol. 197r Psalm 80 (full border) St Margaret emerging from the back of a dragon, a blessing hand of God in clouds above; musician playing vielle; bird; grotesque.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7662,,,Laud lat,MS_Laud_Lat_84,,"Illumination is related in style to Los Angeles, J. Paul Getty Museum MS. 83. ML. 99 (MS. Ludwig IX 3, ‘Ruskin Hours’), Chantilly, Musée Condé MS. Lat. 1423 and other manuscripts produced in Cambrai at the end of the 13th to early in the 14th centuries (see A. Bräm, (Wiesbaden: L. Reichert, 1997), ‘Ruskin Hours group’). See also i. 295, pl. XXII.Das Andachtsbuch der Marie de Gavre: Paris, Bibliothèque nationale, Ms. nouv. acq. fr. 16251. Buchmalerei in der Diözese Cambrai im letzten Viertel des 13. JahrhundertsPächt and Alexander",fol. 130r Psalm 52 (full border) Birds; grotesques.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7663,,,Laud lat,MS_Laud_Lat_85,,,"Blind-stamped vellum, c. 1630.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7663,,,Laud lat,MS_Laud_Lat_85,,,Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7663,,,Laud lat,MS_Laud_Lat_85,,,Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7663,,,Laud lat,MS_Laud_Lat_85,,,Fine miniatures.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7663,,,Laud lat,MS_Laud_Lat_85,,,"Fine initials. ( i. 288, pl. XX) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_7664,,,Laud lat,MS_Laud_Lat_86,,,Decoration Initial (fols. 1–10). ( iii. 125) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_7665,,,Laud lat,MS_Laud_Lat_87,,,"Fine other initials. ( iii. 1316, pl. CXIX) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_7665,,,Laud lat,MS_Laud_Lat_87,,,One fine historiated initial.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7667,,,Laud lat,MS_Laud_Lat_89,,,Decoration Initial. ( i. 496) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_7668,,,Laud lat,MS_Laud_Lat_9,,,Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7668,,,Laud lat,MS_Laud_Lat_9,,,"Diagram of Temple of Jerusalem. ( i. 527, pl. XL) Pächt and Alexander",diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_7668,,,Laud lat,MS_Laud_Lat_9,,,Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7668,,,Laud lat,MS_Laud_Lat_9,,,Fine initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7668,,,Laud lat,MS_Laud_Lat_9,,,"16th century, English, roll-tooled in blind over wooden boards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7669,,,Laud lat,MS_Laud_Lat_90,,,Marginal drawings.,drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7669,,,Laud lat,MS_Laud_Lat_90,,,Flourished initials,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7669,,,Laud lat,MS_Laud_Lat_90,,,"Fine nine-line historiated initial H, Jacob with his sons .",histInit,(fol. 102r),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7669,,,Laud lat,MS_Laud_Lat_90,,,Coloured initials; rubrics,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7670,,,Laud lat,MS_Laud_Lat_91,,,"Decorated inital 'Hec sunt', fol. 1r, c. 60 mm. high, with animal and foliate motifs. (Cf. iii. 253, pl. XXIV; as English, late 12th cent.) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_7670,,,Laud lat,MS_Laud_Lat_91,,,"No other decoration; capitals at the beginning of sentences are frequently left blank, sometimes filled in by later hands in ink or crayon.",unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7671,,,Laud lat,MS_Laud_Lat_92,,,Initials (cf. iii. 14). Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,"3-line initials with floral designs, grotesques, animal figures, human and animal heads, in gold or on gold backgrounds, at the beginnings of psalms, canticles and litany.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,Border: see above.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,"fol. 72v, Psalm 109 (initial (D(ixit)) A monkey, a goat and a grotesque.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,Plain red 3- to 4-line initials at the beginnings of added hymns (fols. 132v–133v).,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,"8-line initial on pink and gold background, decorated with floral designs at the beginning of the added hymnal (fol. 134r).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,"3- to 4-line initials, gold or on gold backgrounds, decorated with floral and geometric designs, animal figures and heads, and 3-line alternating red and blue initials with contrasting penwork at the beginnings of major chapters, collects, etc. (fols. 94r–132r).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,"fol. 66v, Psalm 101 (initial (D(omine)) Two grotesques and two profile heads of bearded men.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,"fol. 51v, Psalm 68 (initial (S(alvvm)) Two nude human figures, beasts, birds, animal head.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,"fol. 45r, Psalm 51 (initial Q(uid)) Two devils, poking sinners, including a bishop, into the mouth of hell. Grotesques.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,"3-line gold initials with penwork, and red and blue initials with contrasting penwork at the beginnings of hymns (fols. 134r–149v).",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7674,,,Laud lat,MS_Laud_Lat_95,,,1-line alternating red and blue initials with contrasting penwork at the beginning of verses.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
