metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
_addition_2,manuscript_12138,,,,manuscript,,MS-ADD-06594,"The lection notes are easily recognisable, being written in a small red-ink uncial. A lection note is generally composed of an indication on the time of the year the lesson is to be read, and a very brief sentence summarising its content. Within the body of the text, the extent of the passage to be read is delimited with the abbreviated forms of the words ἀρχή (""start"") and τέλος (""end""). Three main sorts of rubricated lection notes can be distinguished: ones intended for the Saturday and Sunday lessons (the σαββατοκυριακαί lessons), which are respectively indicated σαβ. and κυρ.; ones for the 5 week days (the καθημεριναί lessons), which all start with an indication of the week and day the lesson is read; and finally ones intended for specific religious feasts, which are generally indicated with the name of the concerned feast. An important number of the lessons present in the margins of the Codex Macedoniensis coincide with those used in the traditional menologia, that is to say, the second section found in Byzantine lectionaries which supplied a Gospel reading for each day of the year. As in our manuscript, the menologia start the liturgical year on the 1st of September and end it on the 30th of August. Although those menological lections frequently overlap with the Saturday/Sunday lessons and the five-day lessons, many of them are independent from the main lection system.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_12138,,,,manuscript,,MS-ADD-06594,"The menological lections present in Codex Macedoniensis are the following: Symeon Stylites, 1st September, Luke 4:16-22 (155r); Mammes of Alexandria, 2nd September, John 15:1 (292v); Babylas of Antioch, 4th September, Luke, 10:1-3, 8-12 (186v); Zacharias, 5th September, Matthew 23:29-39 (54v); Nativity of the Blessed Virgin Mary (independent), 8th September, Luke 10:38-42, 11:27-28 (190r); Elevation of the Holy Cross, 14th September, John 12:25-36, 3:13, 12:28, 19:6 (285r, 248v, 285r, 303v); Euphemia, 16th September, Luke 7:36-50 (171r); Pantaleon, 17th September, Luke 9:23-27 (182r); Eustace, 20th September, Luke 21:12-19 (225r); Gregory of Armenia (the Illuminator) , 30th September, Matthew 24:42 (59r); Dionysius the Aeropagite, 3rd October, Matthew 13:45 (20v); Zenaida, 11th October, Mark 13:33-37, 14:3 (124v); Luke, 18th October, Luke 10:16-21 (187v): Hilarion, 21st October, Luke 6:17-23 (164r); The Notaries, 25th October, Luke 12:2-7 (195v); Paul the Confessor (independent), 6th November, Luke 12:8-12 (196r); John Chrysostom, 13th November, John 10:9-16 (275v); The Holy of the Holies (independent), 21st November, Luke 1:39-49, 56 (142r); Barbara, 4th December, Mark 5:24-34 (96r); Thyrsus, 14th December, Luke 8:22-25 (175v), Ignatius, 20th December, Mark 9:33-41 (110r); The Eve of the Nativity of Christ (independent), 24th December, Luke 2:1-20; Saturday following Nativity of Christ (independent), Matthew, 12:15-21 (12v); Basil of Caesarea (independent), 1st January, Luke 2:20-21, 40 (147r, 149r); Sunday before Epiphany (independent), Mark 1:1-8 (81r); Epiphany, 6th January, Mark 1:9-15 (82r); The day after Epiphany (independent), 7th January, John 1:29-34 (243v); Euthymius, 20th January, Matthew 11:27-30 (11r); Clement of Ancyra (independent), 23rd January, Matthew 12:1-8 (11r); The Meeting of the Lord (independent), 2nd February, Luke 2:22-40 (147v); Simeon and Anna (independent), 3rd February, Luke 2:25-40 (148r); Tarasios of Constantinople, 23rd February, John 12:24-36 (284v); Martyrs of Sebaste, 9th March, Matthew 20:1-16 (40r); Annunciation of the Blessed Virgin Mary (independent), 25th March, Luke 1:24-38 (141v); John the Evangelist, 8th May, John 19:25-27 (305v, 306r); Constantine and Helena, 21st May, Matthew 10:16-22 (6r); Elisha, 14th June, Luke 4:22-30 (155v); Birth of the Forerunner John the Baptist (independent), 24th June, Luke 1:1-25, 57, 76, 80 (138r); Peter and Paul (independent), 29th June, Matthew 16:13-19 (29r); Elijah, 20th July, Luke 4:22-30 (155v); Procession of the Venerable wood, 30th July, Matthew, 27:27-32 (73r); The Transfiguration (independent), 6th August, Luke 9:28-36, Matthew 27:1-9 (31r); The Beheading of the Forerunner (independent), 29th August, Mark 6:14-30 (98v).",,,,,,,,,,,,,,,,,
_addition_4,manuscript_12138,,,,manuscript,,MS-ADD-06594,"The margins of the text also contain Eusebian canon numbers in red ink, which were added by the rubricator in the same small uncial script at the time of the production of the volume. They refer to the very short sections dividing the text of each Gospel which were in use in the Byzantine manuscripts of the New Testament.",,,,,,,,,,,,,,,,,
_addition_5,manuscript_12138,,,,manuscript,,MS-ADD-06594,"Some marginal notes written in a small brown-ink uncial, subsequently added by the main scribe, indicate omissions, lacunae or corruptions of the text. Some of them are preceded by an asterisk and some by an obelus. Those two signs are also found within the text to indicate the passages concerned. See: 49v, 56r, 132r, 148r, 190r, 266v, 267v, 302v.",49v; 56r; 132r; 148r; 190r; 266v; 267v; 302v,49v 56r 132r 148r 190r 266v 267v 302v,49v 56r 132r 148r 190r 266v 267v 302v,,,,,,,,,,,,,,
_addition_6,manuscript_12138,,,,manuscript,,MS-ADD-06594,"The manuscript also contains an important number of marginal notes of later dates written in Greek mixed minuscule (except 152v, 158r and 168r, written in grey-ink majuscules). Most of the annotators used the words ἀρχή (""start"") and τέλος (""end"") in their abbreviated forms to indicate the relevant passages within the text. The very abundant notes which are found all around the tables of the 3 extant kephalaia have been heavily faded by water (79r, 135v, 136r). In the bottom margin of f. 274v, a black-ink minuscule note was written upside down.",152v; 158r; 168r; 79r; 135v; 136r; f. 274v,152v 158r 168r 79r 135v 136r 274v,152v 158r 168r 79r 135v 136r 274v,,,,,,,,,,,,,,
_addition_7,manuscript_12138,,,,manuscript,,MS-ADD-06594,"The following is a non-exhaustive list of folios containing notes of later date: 12v, 19r, 28v, 35v, 41v, 45r, 57r, 58v, 79r, 81r, 114r, 125v, 128r, 130r, 131r, 133r, 135v, 136r, 152v, 158r, 166v, 168r, 185r, 227v, 232r, 241r, 266v, 274v.",12v; 19r; 28v; 35v; 41v; 45r; 57r; 58v; 79r; 81r; 114r; 125v; 128r; 130r; 131r; 133r; 135v; 136r; 152v; 158r; 166v; 168r; 185r; 227v; 232r; 241r; 266v; 274v,12v 19r 28v 35v 41v 45r 57r 58v 79r 81r 114r 125v 128r 130r 131r 133r 135v 136r 152v 158r 166v 168r 185r 227v 232r 241r 266v 274v,12v 19r 28v 35v 41v 45r 57r 58v 79r 81r 114r 125v 128r 130r 131r 133r 135v 136r 152v 158r 166v 168r 185r 227v 232r 241r 266v 274v,,,,,,,,,,,,,,
_addition_8,manuscript_12138,,,,manuscript,,MS-ADD-06594,A partly erased pen-trial is found on folio 57r.,57r,57r,57r,,,,,,,,,,,,,,
_addition_9,manuscript_12138,,,,manuscript,,MS-ADD-06594,"Modern Gospel chapters and verses covered by each page of the text have been added in pencil in the upper right-hand corners of rectos and upper left-hand corners of versos, likely by W.C. Braithwaite.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_12139,,,"Cambridge, University Library, MS Add. 6677",part,,,"Later hands have added various marginal annotations, and reference numbers to the lections for various occasions and those of the menologion.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_12139,,,"Cambridge, University Library, MS Add. 6677",part,,,"As part of the original production of the manuscript, Hand D has added marginal κεφάλαιον (chapter) numbers and τίτλοι (titles), and Ammonian section numbers.",,,,,,,,,,,,,,,,,
_addition_3,manuscript_12139,,,"Cambridge, University Library, MS Add. 6677",part,,,"Hand E has later added marginal Ammonian section numbers and lection notes. The lection notes include ἀρχή and τέλος marks indicating the beginning and end of lections, which appear in the margin or squeezed into the text, as space has not been left for them, indicating that these additions were not part of the original production. This hand has also occasionally supplied material omitted by Hand D (e.g. f. 71v) and made corrections (e.g. f. 5v).",f. 71v; f. 5v,71v 5v,71v 5v,,,,,,,,,,,,,,
_addition_4,manuscript_12139,,,"Cambridge, University Library, MS Add. 6677",part,,,"Nikolaos Exarchopoulos has added hypotheses on ff. 80v, 128r and 264v-265r, a subscription on f. 128r and an ownership note on f. 265r: Τὸ παρὸν ἱερὸν καὶ θεῖον τετραευαγγέλιον, πέλει· Νικολάου πρωτἱερέως Κορώνης τοῦ Ἐξαρχοπούλου καὶ ταβουλλαρίου νοταρίου δημοσίου τῆ βασιλικῆ ἐξουσία.",80v; 128r; 264v-265r; f. 128r; f. 265r,80v 128r 264v 128r 265r,80v 128r 265r 128r 265r,,,,,,,,,,,,,,
_addition_5,manuscript_12139,,,"Cambridge, University Library, MS Add. 6677",part,,,"A later hand has frequently added small crosses and other reference marks in green or occasionally red ink to marginal chapter and Ammonian section numbers, and to the corresponding point in the text where the section in question begins.",,,,,,,,,,,,,,,,,
_addition_6,manuscript_12139,,,"Cambridge, University Library, MS Add. 6677",part,,,Other marginal liturgical notes in later hands occasionally appear (e.g. ff. 259v-260r).,ff. 259v-260r,259v,260r,,,,,,,,,,,,,,
_addition_7,manuscript_12139,,,"Cambridge, University Library, MS Add. 6677",part,,,"Modern chapter and verse references, in Roman and Arabic numerals in pencil, have been added to the early part of the manucsript (ff. 6v-40v).",ff. 6v-40v,6v,40v,,,,,,,,,,,,,,
_addition_1,manuscript_12140,,,"Cambridge, University Library, MS Add. 6678",manuscript,,MS-ADD-06678,"As part of the original process of production, marginal numbers have been placed at the beginning of each of the Pauline Epistles, numbering these as a sequence.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_12140,,,"Cambridge, University Library, MS Add. 6678",manuscript,,MS-ADD-06678,"A later hand using bright red ink has added standard subscriptions at the end of each book, regarding its circumstances of composition. The same hand has placed running headers identifying the current book at the top of each recto folio (and on the final verso, f. 147v), but most of these have been wholly or partially lost to cropping.",f. 147v,147v,147v,,,,,,,,,,,,,,
_addition_3,manuscript_12140,,,"Cambridge, University Library, MS Add. 6678",manuscript,,MS-ADD-06678,"There are numerous passages of commentary in Greek in the margins of Acts, in black ink now largely faded to grey, but much of this has been lost, apparently due to a deliberate attempt to erase it (e.g. ff. 8v-11r, 27r).",8v-11r; 27r,8v 27r,11r 27r,,,,,,,,,,,,,,
_addition_1,manuscript_12141,,,"Cambridge, University Library, MS Add. 7216",manuscript,,MS-ADD-07216,Hand A has placed running headers in the upper margin to indicate the current month.,,,,,,,,,,,,,,,,,
_addition_2,manuscript_12141,,,"Cambridge, University Library, MS Add. 7216",manuscript,,MS-ADD-07216,"There are occasional corrections, sometimes by overwriting without erasure (e.g. ff. 43r, 93r).",43r; 93r,43r 93r,43r 93r,,,,,,,,,,,,,,
_addition_3,manuscript_12141,,,"Cambridge, University Library, MS Add. 7216",manuscript,,MS-ADD-07216,"There is a probable note of ownership by Georgios Nikolaidis on f. 205v: Γεώργιος Κ. Νικολαΐδης Γεώργηος, and a note and marks by him on ff. 87v-88r.",f. 205v; ff. 87v-88r,205v 87v,205v 88r,,,,,,,,,,,,,,
_addition_1,manuscript_12143,,,"Cambridge, University Library, MS Add. 7593",manuscript-composite,,MS-ADD-07593,There is a note of ownership by Gabriel Dokyanis on the left pastedown: Εροδιακονο Γαβρηλυ Διμιτρίου Δοκυανις καί τον τεκνο αυτου.,the left pastedown,"left cover, inside","left cover, inside",,,,,,,,,,,,,,
_addition_2,manuscript_12143,,,"Cambridge, University Library, MS Add. 7593",part,,,"As part of the original production of the manuscript, the scribe has written the date of each feast in the margin at the beginning of each text, in those cases where it has not been written within the headpiece border (ff. 5r, 12r, 125r).",5r; 12r; 125r,5r 12r 125r,5r 12r 125r,,,,,,,,,,,,,,
_addition_3,manuscript_12143,,,"Cambridge, University Library, MS Add. 7593",part,,,"A later hand has added marginal notes at the beginning of each text, giving the number of folios comprising it.",,,,,,,,,,,,,,,,,
_addition_5,manuscript_12143,,,"Cambridge, University Library, MS Add. 7593",part,,,"There is a marginal note on f. 219r, the early part of which appears to have been lost to cropping. The surviving portion reads καλὸν χάρτι",f. 219r,219r,219r,,,,,,,,,,,,,,
_addition_6,manuscript_12143,,,"Cambridge, University Library, MS Add. 7593",part,,,"There is a note on a repair patch on f. 223v, which has largely been lost to subsequent damage. The surviving portion reads τοῦ διακο. This was possibly an ownership note.",f. 223v,223v,223v,,,,,,,,,,,,,,
_addition_1,manuscript_12147,,,"Cambridge, University Library, MS Dd.2.22",part,,,"There is a Latin note on f. i verso, regarding the chronology of imperial reigns; the note has been copied on f. ii recto.",f. i verso; f. ii recto,i verso ii recto,i verso ii recto,,,,,,,,,,,,,,
_addition_2,manuscript_12147,,,"Cambridge, University Library, MS Dd.2.22",part,,,"As part of the original production of the manuscript, besides the marginal commentary, there are occasional ση(μεῖωσαι) marks indicating notable passages. The texts on ff. 153r-189v are provided with marginal subsection numbers in red ink.",ff. 153r-189v,153r,189v,,,,,,,,,,,,,,
_addition_3,manuscript_12147,,,"Cambridge, University Library, MS Dd.2.22",part,,,"There are occasional later marginal annotations in Greek, notably astrological notes added to f. 148v.",f. 148v,148v,148v,,,,,,,,,,,,,,
_addition_4,manuscript_12147,,,"Cambridge, University Library, MS Dd.2.22",part,,,Folio numbers have been added to the table of contents on f. 1r,f. 1r,1r,1r,,,,,,,,,,,,,,
_addition_1,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",manuscript-composite,,MS-DD-00002-00051,"A note on f. [a] recto cites a letter on this manuscript by Pericles G. Zerlentis Zerlentis, Pericles G. in MS Add. 2588.",f. [a] recto,[a] recto,[a] recto,,,,,,,,,"Pericles G. Zerlentis; Zerlentis, Pericles G.",,MS Add. 2588,,,
_addition_2,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,There are notes in Latin regarding content and Konstantinos Harmenopoulos on f. vii recto.,f. vii recto,vii recto,vii recto,,,,,,,,,,,,,,
_addition_3,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,"The copyist Stephanos of Medeia has added marginal notes at the beginning of chapters and other subsections in brown and red ink, giving chapter numbers or indications of content, and numerous marginal ἥλιος marks or etas to indicate the beginning of smaller subdivisions of some texts. He has also added many marginal scholia in brown ink.",,,,,,,,,,,,,,,,,
_addition_4,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,"The manuscript has been extensively annotated in the margins by Theodosios Zygomalas, in black ink. These notes include sequence numbers and indications of content for the adjacent text (e.g. ff. 4v-5v), some section numbers not marked by the copyist (e.g. ff. 38v-39r) asterisks, crude manicules and ὅρα or ση(μείωσαι) marks to highlight particular points. There are also scholia, some of them published by Perentidis, Manuscrit, pp. 218-219. A few of his notes appear to have been dusted with small flecks of gold leaf (e.g. ff. 159r-159v, 162r).",ff. 4v-5v; ff. 38v-39r; 159r-159v; 162r,4v 38v 159r 162r,5v 39r 159v 162r,,,,,,,,,,,"Perentidis, Manuscrit, pp. 218-219",Manuscrit,,
_addition_5,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,"On f. 167r Zygomalas has annotated an existing scholion added by Stephanos of Medeia to a subsection referring to the disciplining of members of the clergy who serve as pledge for a financial transaction. Whereas the original text declares that those who do so are to be dismissed, the note added by Stephanos states that this only applies if the arrangement was made for the sake of gain, but that to do so out of necessity and on behalf of another cleric is praiseworthy. Zygomalas cites his own experience of the harsh consequences of violation of this canon at the Patriarch's request: Οὐκ οἶδας τί λέγεις· ἡ ἐγγύη κάκιστον, κἂν καὶ διὰ τὸν κάλλιστον γένηται· ἐγγύην φεῦγε· παρὰ γὰρ ἄττα· ἐγὼ γὰρ ὁ πρωτονοτάριος Θεοδόσιος ὁ Ζυγομαλᾶς, ἐγγύην δούς ἀξιώσει τοῦ Πατριάρχου τοῦ ἁγιωτάτου κυροῦ Ἱερεμίου, οὐ μόνον ἐζημιώθην πολλὰ, ἀλλὰ καὶ εἰς τὴν ζωήν μου ἐκινδύνευσα, ἀσθενήσας ὑπὸ λύπης πολύ, καὶ ὅλως οὔτε κἂν διὰ λόγου παρηγορήθην αὐτῶ· ἀλλ'ἐκεῖνος μὲν μετὰ τῶν περὶ αὐτῶν γλυκίσματα μετὰ ἀπαλαραίας εἰπεῖν ἦν ἔχων, καὶ εὐφραινόμενος, ἐγὼ δὲ τὰ χολώκοκκα, μετὰ πολλῆς πεικρίας.. He refers to himself here as protonotarios, suggesting that this annotation was made before his appointment as dikaiophylax.",f. 167r,167r,167r,,,,,,,,,,,,,,
_addition_6,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,On the replacement portion of f. 192v he has added a cross-reference linking his list of patriarchal officials on this folio to the earlier list on f. 185r: Μετὰ ζʹ φύλλα τὰ πάλαι ὀφφίκια καταγεγραμμένα. He has also placed a note of ownership on this folio: Θεοδοσίου πρωτονοταρίου τὸ βίβλιον καὶ τῶν φίλων.,f. 192v; f. 185r,192v 185r,192v 185r,,,,,,,,,,,,,,
_addition_7,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,"Zygomalas's annotations include a note on f. 233v, dated 1 October 1600 (AM 7109) in Constantinople, giving his name and office as dikaiophylax of the patriarchate, giving a dedication to an individual called Ἰωάννης: Θεοδόσιος δικαιοφύλαξ τοῦ πατριαρχείου Κωνσταντινουπόλεως, ὁ Ζυγομαλᾶς, μνήμης ἕνεκα τῶ κυρίω σπουδαιωτάτῳ Ἰωάννῳ Βωρρεκί:- Ἔγραψα ἐν τῇ μεγάλῃ πόλει Κωνσταντίνου ταῦτα ͵αχʹ μηνὶ Ὀκτωβρίῳ αʹ· ἀπὸ δὲ τῆς συστάσεως τοῦ παντός, κατὰ τὴν ἀληθῆ γνώμην ἡμῶν, 7109 ἔτος. The surname of the dedicatee is unclear; it has been tentatively rendered as Βωρρὲ (Patrinelis) or Βωρρετή (Perentidis). He may be identifiable with Ivan (Iov) Borecki Borecki, Jan -1631 , later Metropolitan of Kiev (1620-1631), but this is very uncertain (Perentidis, Manuscrit, p. 216 n. 43, pp. 220-221). The first four words of this note (Θεοδόσιος δικαιοφύλαξ τοῦ πατριαρχείου) are written in a different ink and were probably added earlier than the rest. This may be originally an ownership note, later expanded with the date and dedication, perhaps when Zygomalas gave the manuscript as a gift.",f. 233v,233v,233v,,,,,,,,,"Ivan (Iov) Borecki; Borecki, Jan -1631",,"Perentidis, Manuscrit, p. 216 n. 43, pp. 220-221",Manuscrit,,
_addition_8,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,"Another Greek hand has added scholia, in black ink, to ff. 21v, 80v and 166r. A different hand has added a note to f. 233v giving the name Γεώργιος ἀδελφός.",21v; 80v; 166r; f. 233v,21v 80v 166r 233v,21v 80v 166r 233v,,,,,,,,,,,,,,
_addition_9,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,There is a brief note in Ottoman Turkish on the replacement portion of f. 192v.,f. 192v,192v,192v,,,,,,,,,,,,,,
_addition_1,manuscript_12150,,,"Cambridge, University Library, MS Dd.3.50",part,,,"As part of the original production of the manuscript, the text has been provided with marginal scholia.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_12150,,,"Cambridge, University Library, MS Dd.3.50",part,,,"There are occasional further marginal annotations in Greek by other hands (e.g. ff. 113r, 119r, 162r).",113r; 119r; 162r,113r 119r 162r,113r 119r 162r,,,,,,,,,,,,,,
_addition_3,manuscript_12150,,,"Cambridge, University Library, MS Dd.3.50",part,,,"The classmark has been marked on f. 57r, the first folio of Quire 2, suggesting that Quire 1 was detached when this mark was added, so that this was the first folio of the manuscript at the time.",f. 57r,57r,57r,,,,,,,,,,,,,,
_addition_1,manuscript_12151,,,"Cambridge, University Library, MS Dd.3.86.9",manuscript,,MS-DD-00003-00086-00009,"In the margins there are passim notes by the scribe in Latin, explaining the nature of the variants or corrections he was noting in the margins. Annotations in Latin are also present at the end of each part of the text, introducing the following part.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_12151,,,"Cambridge, University Library, MS Dd.3.86.9",manuscript,,MS-DD-00003-00086-00009,"On f. [28a]r ll. 16-19 there is an annotation by the scribe in Greek and Latin, indicating the text which followed in his exemplar, Cassianus Bassus' Geoponica; the beginning of the text is transcribed by him.",f. [28a]r ll. 16-19,[28a]r,[28a]r,,,,,,,,,,,,,,
_addition_3,manuscript_12151,,,"Cambridge, University Library, MS Dd.3.86.9",manuscript,,MS-DD-00003-00086-00009,On the left pastedown is written the present shelfmark.,left pastedown,"left cover, inner","left cover, inner",,,,,,,,,,,,,,
_addition_1,manuscript_12152,,,"Cambridge, University Library, MS Dd.4.16",part,,,"On ff. 328r-328v (parchment): part of a council document of 1364, incipit: Pantaleo draco piscator S. Nicolai accepit; on the verso the text refers to Mag. Dalmaxius rector scholarum S. Pantaleonis. In the middle of both leaves: capta in maiori consilio the XXIII Aprilis 1364.",328r-328v,328r,328v,,,,,,,,,,,,,,
_addition_1,manuscript_12153,,,"Cambridge, University Library, MS Dd.4.39",part,,,"As part of the original production of the manuscript, the scribe has added marginal psalm numbers, marks for each doxa, kathisma numbers, the hours at which each kathisma was to be chanted and the echos number for each troparion.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_12153,,,"Cambridge, University Library, MS Dd.4.39",part,,,"There are occasional marginal Greek annotations and pen-trials (e.g. ff. 88v, 105v, 124*r).",88v; 105v; 124*r,88v 105v 124*r,88v 105v 124*r,,,,,,,,,,,,,,
_addition_3,manuscript_12153,,,"Cambridge, University Library, MS Dd.4.39",part,,,"Notes in English, in pencil, have been added regarding lost folios, by Henry Bradshaw (1831-1886) Bradshaw, Henry, 1831-1886 , University Librarian 1867-1886.",,,,,,,,,,,,"Henry Bradshaw (1831-1886); Bradshaw, Henry, 1831-1886",,,,,
_addition_1,manuscript_12154,,,"Cambridge, University Library, MS Dd.4.40",manuscript,,MS-DD-00004-00040,A note in pencil on f. [i] recto: Rycke was in Rome in 1669. Title in black ink on f. 1.,f. [i] recto; f. 1,[i] recto 1r,[i] recto 1r,,,,,,,,,,,,,,
_addition_1,manuscript_12155,,,"Cambridge, University Library, MS Dd.4.42",manuscript,,MS-DD-00004-00042,"There are occasional brief marginal notes and pen-trials in Greek by various hands (e.g. ff. 80r, 107r, 130r).",80r; 107r; 130r,80r 107r 130r,80r 107r 130r,,,,,,,,,,,,,,
_addition_2,manuscript_12155,,,"Cambridge, University Library, MS Dd.4.42",manuscript,,MS-DD-00004-00042,"There is a note in Arabic on f. 134v, recording the purchase of the manuscript by the priest Yūḥannā, son of the priest Ibrāhīm.",f. 134v,134v,134v,,,,,,,,,,,,,,
_addition_1,manuscript_12156,,,"Cambridge, University Library, MS Dd.4.63",manuscript,,MS-DD-00004-00063,"Two concise descriptions in Latin have been added on f. xii verso, by two different hands. The beginning of the alphabetical sections of the Harpocration lexicon is sometimes indicated by the corresponding letter in the margins: 18v, 27r, 28v, 30r, 34r, 35v, 39v, 47v, 48r.",f. xii verso; 18v; 27r; 28v; 30r; 34r; 35v; 39v; 47v; 48r,xii verso 18v 27r 28v 30r 34r 35v 39v 47v 48r,xii verso 18v 27r 28v 30r 34 35v 39v 47v 48r,,,,,,,,,,,,,,
_addition_1,manuscript_12158,,,"Cambridge, University Library, MS Dd.9.69",part,,,A later hand has written two prayers on f. 3r.,f. 3r,3r,3r,,,,,,,,,,,,,,
_addition_10,manuscript_12158,,,"Cambridge, University Library, MS Dd.9.69",part,,,A later hand has written a series of short prayers on f. 324v.,f. 324v,324v,324v,,,,,,,,,,,,,,
_addition_2,manuscript_12158,,,"Cambridge, University Library, MS Dd.9.69",part,,,"As part of the original production of the manuscript, Hand C has added marginal κεφάλαιον (chapter) numbers and τίτλοι (titles). This hand has also added lection notes on ff. 11r-12r. Hand A has later added marginal Ammonian section numbers and lection notes. The lection notes include ἀρχή and τέλος marks indicting the beginning and end of lections, which appear in the margin or squeezed into the text, as space has not been left for them, indicating that these additions were not part of the original production.",ff. 11r-12r,11r,12r,,,,,,,,,,,,,,
_addition_3,manuscript_12158,,,"Cambridge, University Library, MS Dd.9.69",part,,,Very occasional marginal notes in later hands appear (e.g. f. 117r). On f. 88r a later hand has copied text from Mt 26:2-3.,f. 117r; f. 88r,117r 88r,117r 88r,,,,,,,,,,,,,,
_addition_4,manuscript_12158,,,"Cambridge, University Library, MS Dd.9.69",part,,,"On f. 293v another hand has written out the name of Michael Mantylides, deciphering his cryptographic rendering of his name. On f. 294v another hand has twice copied a small portion of the colophon.",f. 293v; f. 294v,293v 294v,293v 294v,,,,,,,,,,,,,,
_addition_5,manuscript_12158,,,"Cambridge, University Library, MS Dd.9.69",part,,,"Some running headers have been added in the upper outer corners in Latin script, in black ink, giving modern chapter and verse references, apparently by the same hand responsible for the earlier foliation.",,,,,,,,,,,,,,,,,
_addition_7,manuscript_12158,,,"Cambridge, University Library, MS Dd.9.69",part,,,"On f. 316v a later hand has written a series of names: Κυριακο ὁ Κυβίου, Νικολαου ιερέος and Ευφροσινι",f. 316v,316v,316v,,,,,,,,,,,,,,
_addition_8,manuscript_12158,,,"Cambridge, University Library, MS Dd.9.69",part,,,"Also on f. 316v, another hand has added a heading for the text which follows in the next part of this manuscript: + Εὐχαι τοῦ μέγαλου Βασιλῆου.",f. 316v,316v,316v,,,,,,,,,,,,,,
_addition_1,manuscript_12159,,,"Cambridge, University Library, MS Dd.5.29",manuscript,,MS-DD-00005-00029,The shelfmark is written in pencil by a modern hand on p. i.,p. i,i,i,,,,,,,,,,,,,,
_addition_1,manuscript_12161.1,,,"Cambridge, University Library, MS Dd.6.18",manuscript,,MS-DD-00006-00018,"An ownership note dated 1693 has been added on f. 1r: R: Ray. C.T.C. 1693, together with the classmark.",f. 1r,1r,1r,,,,,,,,,,,,,,
_addition_1,manuscript_12161.2,,,"Cambridge, University Library, MS Dd.6.19",manuscript,,MS-DD-00006-00019,"As part of the original production of the manuscript, notes have been placed in the outer column of text or at the foot of the page, recording where the text has been corrected from that in the exemplar and other remarks.",,,,,,,,,,,,,,,,,
_addition_2,manuscript_12161.1,,,"Cambridge, University Library, MS Dd.6.18",manuscript,,MS-DD-00006-00018,"Numbers in brown ink occasionally appear on the recto, upper right, some of which have been partially lost to cropping: 9 on f. 16r, 19 on f. 24r, 33 (?) on f. 40r, 42 on f. 48r.",f. 16r; f. 24r; f. 40r; f. 48r,16r 24r 40r 48r,16r 24r 40r 48r,,,,,,,,,,,,,,
_addition_2,manuscript_12161.2,,,"Cambridge, University Library, MS Dd.6.19",manuscript,,MS-DD-00006-00019,"An ownership note dated 1693 has been added on f. i recto: R: Ray. C.T.C. 1693, together with the classmark.",f. i recto,i recto,i recto,,,,,,,,,,,,,,
_addition_3,manuscript_12161.1,,,"Cambridge, University Library, MS Dd.6.18",manuscript,,MS-DD-00006-00018,"Otherr numbers in pencil occasionally appear on the recto, lower right: 11 on f. 18r, 25 on f. 25r, 21 on f. 28r, 31 on f. 38r, 41 on f. 48r, 50 on f. 50r, 45 on f. 52r, 61 on f. 61r.",f. 18r; f. 25r; f. 28r; f. 38r; f. 48r; f. 50r; f. 52r; f. 61r,18r 25r 28r 38r 48r 50r 52r 61r,18r 25r 28r 38r 48r 50r 52r 61r,,,,,,,,,,,,,,
_addition_1,manuscript_12163,,,"Cambridge, University Library, MS Dd.6.84",manuscript,,MS-DD-00006-00084,"At p. i the main scribe wrote pen-trials and random annotations: Die Martis | Key | Pitts 39 | Tucker (the last word is repeated several times), S. Conduit, the foolish, JCuno/JPune",p. i,i,i,,,,,,,,,,,,,,
_addition_2,manuscript_12163,,,"Cambridge, University Library, MS Dd.6.84",manuscript,,MS-DD-00006-00084,"At p. 1 he writes a brief note about how Helena is said by Lycophron to be τριάνωρ : Helena a Lycophrone dicitur τριάνωρ quod Theseo Menelao Paridi nupsisset, then there is a reference to Scaliger (who published a translation of the Alexandra), now difficult to read, and a reference to the page of this manuscript, where the passage concerning this definition is to be found (p. 82)",p. 1,i,i,,,,,,,,,,,,,,
