metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
_binding_1,manuscript_12161.1,,,"Cambridge, University Library, MS Dd.6.18","17th-century full leather binding, with decorative blind tooling on both board and gold tooling on the spine and edges. The classmark appears on labels on the spine.; 205 161 19",Both outer joints are partially split.,,,,1600,1693,,gregorian,205.0,205.0,205.0,161.0,161.0,161.0,19.0,19.0,19.0,mm
_binding_1,manuscript_12161.2,,,"Cambridge, University Library, MS Dd.6.19","17th-century full leather binding, with decorative blind tooling on both boards. The classmark appears on labels on the spine, along with a blank red leather label for a title.; 190 155 24",The binding has been rebacked. Both outer joints are partially split.,,,,1600,1693,,gregorian,190.0,190.0,190.0,155.0,155.0,155.0,24.0,24.0,24.0,mm
_binding_1,manuscript_12162,,,"Cambridge, University Library, MS Dd.6.56",Binding in quarter with marbled paper and leather over couched-laminate boards.; The classmarks are tooled in gold on the spine.; 155 114 39,,,,,1800,1899,,gregorian,155.0,155.0,155.0,114.0,114.0,114.0,39.0,39.0,39.0,mm
_binding_1,manuscript_12163,,,"Cambridge, University Library, MS Dd.6.84","Modern western full leather binding over couched-laminate boards. Tooled borders on both boards, traces of green in the edges. Rebacked, with gold tooled shelfmark. Earlier leather labels with shelfmark are glued on the right pastedown. ; 150 101 21",,,,,1600,1799,,gregorian,150.0,150.0,150.0,101.0,101.0,101.0,21.0,21.0,21.0,mm
_binding_1,manuscript_12164,,,"Cambridge, University Library, MS Dd.8.3","18th-century quarter leather binding, with a brown leather spine and parchment covering over millboards, reused from a previous binding, with plain pastedowns. There is decorative gold tooling on the spine, along with the classmark and the title Glossarium Graecum & Latinum M.S. also tooled in gold. The words Alphabetum Graecum have been written on the fore-edge, and the More library classmark 987 in ink on the left board.; 409 158 48",,,,,1700,1799,,gregorian,409.0,409.0,409.0,158.0,158.0,158.0,48.0,48.0,48.0,mm
_binding_1,manuscript_12165,,,"Cambridge, University Library, MS Dd.8.23","18th-century reversed skin binding over couched-laminate boards, reused from a previous binding, with plain pastedowns. There is decorative blind tooling on the boards and gold tooling on the spine, along with the title Evangelistarium MS tooled in gold on a red label.; 410 326 77","The binding has been rebacked, and much of the covering material has been lost or is peeling off.",,,,1700,1799,,gregorian,410.0,410.0,410.0,326.0,326.0,326.0,77.0,77.0,77.0,mm
_binding_1,manuscript_12167,,,"Cambridge, University Library, MS Dd.10.42","Binding in paper over couched-laminate boards in poor condition. The spine is covered in leather, but it is severely damaged, and the classmark is barely visible. Both boards are detached.; 299 217 21",,,,,1700,1799,,gregorian,299.0,299.0,299.0,217.0,217.0,217.0,21.0,21.0,21.0,mm
_binding_1,manuscript_12168,,,"Cambridge, University Library, MS Dd.10.54","Rebound in May 1970 by Douglas Cockerell and Son in Grantchester, according to a note inside the left cover. Brown quarter leather and patterned paper covering over millboards, with plain pastedowns. The classmark and the author's name Iohanne Climacus are tooled on the spine in gold. Labels from a previous binding, including scraps of leather bearing the current classmark and a label bearing the author's name tooled in gold are pasted inside the left-hand board. The title Κλιμαξ, has been written in large letters on the tail-edge.; 217 188 61",,,,1970-05-01,1970-05-01,1970-05-01,,gregorian,217.0,217.0,217.0,188.0,188.0,188.0,61.0,61.0,61.0,mm
_binding_1,manuscript_12169,,,"Cambridge, University Library, MS Dd.10.55","Rebound in May 1968 by Douglas Cockerell and Son in Grantchester, according to a note inside the left board. Brown quarter leather and patterned paper covering over millboards, with plain pastedowns. The classmark and the author's name Moschopulus are tooled in gold on the spine. Labels from a previous binding, bearing the classmark and the author's name tooled in gold, are pasted inside the left board.; 229 157 29",,,,1968-05-01,1968-05-01,1968-05-01,,gregorian,229.0,229.0,229.0,157.0,157.0,157.0,29.0,29.0,29.0,mm
_binding_1,manuscript_12170,,,"Cambridge, University Library, MS Dd.11.54","Binding with pale brown full leather covering over couched-laminate boards. The right board is loose, the left board is detached. There is decorative blind tooling on boards and board edges, gold tooling on spine.; The title (Lucianus &C. M.S.) is tooled in gold on the spine.; White paper is used as pastedowns with blank endleaves.; 189 140 45",,,,,1715,1899,,,189.0,189.0,189.0,140.0,140.0,140.0,45.0,45.0,45.0,mm
_binding_1,manuscript_12171,,,"Cambridge, University Library, MS Dd.11.70","Binding by Gray of Cambridge, dated 1967 by a note on the front pastedown. Millboard three-quarter binding with marbled cloth covering and brown leather spine. The title and classmark are tooled in gold on the spine (title and classmark from previous binding pasted on the front pastedown).; 244 192 68",,,,1967,1967,1967,,gregorian,244.0,244.0,244.0,192.0,192.0,192.0,68.0,68.0,68.0,mm
_binding_1,manuscript_12172,,,"Cambridge, University Library, MS Dd.11.90","Full leather binding over couched-laminate boards, with an 18th-century pale brown leather spine and reused 17th-century boards, with dark brown leather covering and plain pastedowns. There is decorative gold tooling on the outer surface and edges of the boards, and on the spine. The classmark is tooled in gold on the spine, along with the title Act. Apost. &c. M.C. on a label. The edges have been painted black.; 172 145 58",There is a break in each endband.,,,,1700,1799,,gregorian,172.0,172.0,172.0,145.0,145.0,145.0,58.0,58.0,58.0,mm
_binding_1,manuscript_12173,,,"Cambridge, University Library, MS Dd.14.30.1","17th-century binding with paper covering over millboards, with plain pastedowns. The classmark is tooled in gold on the spine.; 151 102 21",The binding has been rebacked.,,,,1651,1699,,gregorian,151.0,151.0,151.0,102.0,102.0,102.0,21.0,21.0,21.0,mm
_binding_1,manuscript_12174,,,"Cambridge, University Library, MS Dd.15.27","Full leather binding, late 16th or 17th-century, with red leather covering over hard boards of unknown material and plain pastedowns. The boards bear blind-tooled borders. Two holes through the outer corners of each board suggest the previous presence of fastenings. A sheet of plain paper has been pasted to the outer surface of each board, later than the removal of these fittings. The rebacked spine, covered with brown leather, bears decorative gold tooling and the classmark and the title Phil. De Astr. are tooled in gold on a red leather label on the spine.; 152 112 26","The binding has been rebacked, and some of the leather covering has been lost from the spine. Both boards have become distorted into a concave shape.",,,,1584,1699,,gregorian,152.0,152.0,152.0,112.0,112.0,112.0,26.0,26.0,26.0,mm
_binding_1,manuscript_12175,,,"Cambridge, University Library, MS Ee.4.29","18th-century binding with brown reverse leather covering over couched-laminate boards, attached with laced-in slips, with plain pastedowns. Sewn with cord on single raised supports. There is decorative blind tooling on the boards and gold tooling on the spine, along with the title Tractatus MS tooled in gold and the classmark on labels. Thread from page markers, either in red or natural colour, survives on the foredge of the first folio of some texts.; 298 230 137",The right board is loose and the inner joints are split. The left outer joint is splitting and the right is almost completely split. There are two breaks in the headband and the tailband is partially detached from the spine. There are splits in the spine and both endcaps and some of the leather covering material has been lost.,,,,1700,1799,,gregorian,298.0,298.0,298.0,230.0,230.0,230.0,137.0,137.0,137.0,mm
_binding_1,manuscript_12175,,,"Cambridge, University Library, MS Ee.4.29*","20th-century full leather binding over millboards, with plain pastedowns and separate tipped endleaves. The folios are tipped together. The classmark in tooled in gold on the left board.; 282 213 11",,,,,1900,1999,,gregorian,282.0,282.0,282.0,213.0,213.0,213.0,11.0,11.0,11.0,mm
_binding_1,manuscript_12176,,,"Cambridge, University Library, MS Ee.6.35","Early modern binding, repaired and rebacked in 1966 by Gray in Cambridge, according to a note on the left pastedown, retaining the existing boards. Brown full leather binding over couched-laminate boards, with printed waste pastedowns (from Pablo de Santa Maria, Bishop of Burgos, Dialogus Pauli et Sauli contra Judæos, sive Scrutinium scripturarum). There is a blind-tooled border on the boards. The classmark and the title Tzetzae Chiliades, &c. are tooled in gold on the spine. The edges have been painted black. A label from a previous binding bearing the title Poemata Graeca tooled in gold is pasted inside the left board.; 208 169 55",,,,1966,1966,1966,,gregorian,208.0,208.0,208.0,169.0,169.0,169.0,55.0,55.0,55.0,mm
_binding_1,manuscript_12177,,,"Cambridge, University Library, MS Ff.1.7","Modern western binding. Paper over couched-laminate boards. Leather spine tooled in gold with title Epistolae M.S., and damaged leather labels with shelfmark. ; 209 156 16",,,,,1700,1799,,gregorian,209.0,209.0,209.0,156.0,156.0,156.0,16.0,16.0,16.0,mm
_binding_1,manuscript_12178,,,"Cambridge, University Library, MS Ff.1.24",The manuscript was rebound in 1980 at Cambridge University Library in quarter goatskin with marbled paper covers and plain pastedowns.,,,,1980,1980,1980,,,,,,,,,,,,
_binding_1,manuscript_12179,,,"Cambridge, University Library, MS Ff.1.26","Western modern binding, paper over couched-laminate boards, leather corners. Rebacked, spine covered with cloth, tooled in gold with shelfmark and author Euthymius.; On the upper part of the fore-edge is written 4 Psalterium graecum cum commentario ; 291 201 64",,,,,1600,1799,,,291.0,291.0,291.0,201.0,201.0,201.0,64.0,64.0,64.0,mm
_binding_1,manuscript_12180,,,"Cambridge, University Library, MS Ff.1.30","Quarter-leather binding by Gray of Cambridge, with marbled paper covers and plain pastedowns, dated 1961 by a note on the left pastedown, accompanying a stamp identifying the binder. The classmark and the title Photius in Epistolas Pauli are tooled in gold on the spine. The title Photius in Epistolas has been written on the fore-edge.; 310 243 68",,,,1961,1961,1961,,gregorian,310.0,310.0,310.0,243.0,243.0,243.0,68.0,68.0,68.0,mm
_binding_1,manuscript_12181,,,"Cambridge, University Library, MS Ff.3.2","Early modern binding, repaired and rebacked in May 1966 by Douglas Cockerell and Son in Grantchester, according to a note on the left pastedown, retaining the existing boards. Brown full leather binding over millboards, with plain pastedowns. There is a blind-tooled border on the boards. The classmark appears on labels and the title Hesychius in Psalmos tooled in gold on the spine. The edges have been painted red. Labels from a previous binding bearing the classmark and the title Chrysostomus in Psalmos tooled in gold are pasted inside the left board.; 350 258 41",,,,1966-05-01,1966-05-01,1966-05-01,,gregorian,350.0,350.0,350.0,258.0,258.0,258.0,41.0,41.0,41.0,mm
_binding_1,manuscript_12182,,,"Cambridge, University Library, MS Ff.3.4","Modern western binding. Paper cover over couched-laminate boards, leather on spine. On the spine gold tooling with title on red square, Greek Church M.S., and leather labels with classmark.; 328 222 36",,,,,1700,1900,,gregorian,328.0,328.0,328.0,222.0,222.0,222.0,36.0,36.0,36.0,mm
_binding_1,manuscript_12183,,,"Cambridge, University Library, MS Ff.3.6","18th-century binding with brown full leather covering over couched-laminate boards, reused from a previous binding, with printed waste pastedowns (from a copy of the Decretum by Gratian). A thick modern brown folio has been stuck onto each of the outermost endleaves. There is decorative blind tooling on the boards, and the classmark is tooled in blind on labels and Hesychius M.S. in gold on a red leather label on the spine.; 333 220 24","The spine has been rebacked. Both outer joints are partially split, and some of the leather covering has been lost from the head and tail of the spine.",,,,1700,1799,,gregorian,333.0,333.0,333.0,220.0,220.0,220.0,24.0,24.0,24.0,mm
_binding_1,manuscript_12184,,,"Cambridge, University Library, MS Ff.3.30","Modern western binding. Paper cover over couched-laminate boards, leather on spine. On the spine gold tooling with title on red square, Tractatus M.S.S., and leather labels with shelfmark.; On the lower edge there is a title, Opera Graeca Manuscripta ; 369 265 52",,,,,1700,1900,,gregorian,369.0,369.0,369.0,265.0,265.0,265.0,52.0,52.0,52.0,mm
_binding_1,manuscript_12185,,,"Cambridge, University Library, MS Ff.4.3","Rebound in October 1963 by W.H. Smith and Son Ltd in London, according to a note on the left pastedown. Brown quarter leather and marbled paper covering over millboards, with plain pastedowns. The classmark and the author's name Demetrius Chomatianus are tooled in gold on the spine.; 317 229 44",,,,1963-10-01,1963-10-01,1963-10-01,,gregorian,317.0,317.0,317.0,229.0,229.0,229.0,44.0,44.0,44.0,mm
_binding_1,manuscript_12186,,,"Cambridge, University Library, MS Ff.4.2","18th-century quarter-leather binding with brown paper covering over couched-laminate boards, with plain pastedowns and a brown leather spine with gold tooling. The classmark appears on labels and the title Procopius In Genesim &c. tooled in gold on a red leather label on the spine.; 334 233 61 ; The inserted leaves ff. 110* and 293 bear leather tabs from leaf markers on the fore-edge.",Both boards are partly split.,,,,1700,1799,,gregorian,334.0,334.0,334.0,233.0,233.0,233.0,61.0,61.0,61.0,mm
_binding_1,manuscript_12187,,,"Cambridge, University Library, MS Ff.4.47","Modern full leather binding over couched-laminate boards. There is a gold tooled frame on the cover of both boards, as well as gold tooling with flower motifs on the edges. On the spine there is decorative gold tooling with flowers and titles Catonis Sententiae, Gregorii Carmina, Variorum Poetarum Gnomae, Homeri Iliad(is) L(ibri) XX. XXII, Lycophronis Cassandra Just one of the leather labels with the shelmark remains pasted on the spine, with the last part of the shelfmark, 47.; 220 160 34",,,,,1650,1875,,gregorian,220.0,220.0,220.0,160.0,160.0,160.0,34.0,34.0,34.0,mm
_binding_1,manuscript_12188,,,"Cambridge, University Library, MS Ff.5.8",Rebound by Douglas Cockerall & Son (Grantchester) on July 1969; the title and the classmark are tooled on the spine. The classmark and the title (Aristot. Rhetoric M. S.) of the 18th century binding are glued on the inside of the front cover.; 239 134 41,,,,1969,1969,1969,,gregorian,239.0,239.0,239.0,134.0,134.0,134.0,41.0,41.0,41.0,mm
_binding_1,manuscript_12189,,,"Cambridge, University Library, MS Ff.6.32","Modern binding. Paper over couched-laminate boards. Spine covered in leather, tooled in gold with title Euclid M.S.; leather labels with the shelfmark are pasted on it. 175 110 18",,,,,1700,1899,,,175.0,175.0,175.0,110.0,110.0,110.0,18.0,18.0,18.0,mm
_binding_1,manuscript_12190,,,"Cambridge, University Library, MS Gg.1.2",Modern western binding. Paper and bookcloth (on the spine) cover over couched-laminate boards. Gold tooling on spine with shelfmark Gg.I.2 and title Graeca. 230 153 55,The cover is stained and worn.,,,,1550,1699,,,230.0,230.0,230.0,153.0,153.0,153.0,55.0,55.0,55.0,mm
_binding_1,manuscript_12191,,,"Cambridge, University Library, MS Gg.2.33","Early modern western binding. Paper and leather (from the spine) on couched-laminate boards, gold tooled leather spine with title Tracts M.S., leather labels on spine with shelfmark. ; On the left pastedown there is an annotation in black ink, probably by a librarian: Cambridge University Library MS. Gg.2.33 265 leaves numbered. One flyleaf + one slip of parchment at each end.; 298 225 54",Tailbands partially detached.,,,,1600,1800,,,298.0,298.0,298.0,225.0,225.0,225.0,54.0,54.0,54.0,mm
_binding_1,manuscript_12192,,,"Cambridge, University Library, MS Gg.2.34","Modern binding, made in 1964, as noted on the left pastedown. Paper over couched-laminate board. Spine covered by leather, tooled in gold, with author, title and shelfmark. ; 291 210 22 ; A leather label with the title Tracts tooled in gold is presently pasted on the left pastedown, as well as three little brown tags with the shelfmark and the Royal engraved bookplate, presumably removed from the previous binding.",,,,1964,1964,1964,,,291.0,291.0,291.0,210.0,210.0,210.0,22.0,22.0,22.0,mm
_binding_1,manuscript_12193,,,"Cambridge, University Library, MS Gg.3.15","Millboards in brown leather reused from 17th-century binding, blind-tooled. Repaired by Douglas Cockerell and Son, Grantchester, October 1964 (see pastedown). Spine is light brown leather with nerves, title and classmark are tooled on black strips.; 302 211 68",,,,1964,1964,1964,,gregorian,302.0,302.0,302.0,211.0,211.0,211.0,68.0,68.0,68.0,mm
_binding_1,manuscript_12194,,,"Cambridge, University Library, MS Gg.6.10",Western modern binding. Bookcloth over millboard; author and classmark tooled in gold on the spine. ; 196 125 16,,,,,1700,1950,,gregorian,196.0,196.0,196.0,125.0,125.0,125.0,16.0,16.0,16.0,mm
_binding_1,manuscript_12195,,,"Cambridge, University Library, MS Gg.6.43",Binding in brown leather covering over couched-laminate boards. On the spine a general title is tooled in gold: Liber Græ.; 209 162 30,,,,,1697,1715,,gregorian,209.0,209.0,209.0,162.0,162.0,162.0,30.0,30.0,30.0,mm
_binding_1,manuscript_12196,,,"Cambridge, University Library, MS Hh.6.12","19th-century quarter leather binding, with black paper covering over couched-laminate boards and plain pastedowns, with a brown leather spine. There is decorative gold tooling on the spine, along with the title Quatuor Evangelia Graece tooled in gold, and part of one of three patches formerly bearing the classmark.; 213 158 33",The left outer joint is split at the head of the spine. The left inner joint is starting to split near the sewing stations and at the head and tail.,,,,1800,1899,,gregorian,213.0,213.0,213.0,158.0,158.0,158.0,33.0,33.0,33.0,mm
_binding_1,manuscript_12197,,,"Cambridge, University Library, MS Ii.3.25",18th or 19th century binding with much worn paper boards covered with thin black paper. Four raised bands. An orange tanned skin covers the spine and a part of the boards. The classmark of the manuscript is gold-tooled on the spine. The edges have been gilded.; 334 253 50,,,,,1700,1899,,gregorian,334.0,334.0,334.0,253.0,253.0,253.0,50.0,50.0,50.0,mm
_binding_1,manuscript_12198,,,"Cambridge, University Library, MS Ii.4.16","Rebound in 1961 by Gray of Cambridge, according to a note inside the left board. Brown quarter leather and patterned paper covering over millboards, with plain pastedowns. The classmark and the title Theodori Grammatica are tooled in gold on the spine. Labels from a previous binding bearing the classmark are pasted inside the front board.; 254 190 47",,,,1961,1961,1961,,gregorian,254.0,254.0,254.0,190.0,190.0,190.0,47.0,47.0,47.0,mm
_binding_1,manuscript_12199,,,"Cambridge, University Library, MS Ii.5.44","20th-century couched-laminated board binding, sheepskin with blind embossing reused from previous boards (probably 16th or 17th century). Leather strips with tooled titles from previous bindings are glued to the front pastedown . Title (Aristoteles Ethica &c.) and shelfmark tooled in gold on spine. On the upper right corner of left pastedown there is an illegible note in black ink (probably the name of the binder) and a date in pencil: 1959.; 301 238 50",,,,1959,1959,1959,low,gregorian,301.0,301.0,301.0,238.0,238.0,238.0,50.0,50.0,50.0,mm
_binding_1,manuscript_12200,,,"Cambridge, University Library, MS Ii.6.41","Modern western binding, made in the CUL in 1977, as written on the left pastedown. Leather over millboard. Gold tooling on spine with shelfmark in the lower part: on the upper part is glued a red leather tab, tooled in gold, with author Epictetus.; Golden edges.; 141 86 27",,,,1977,1977,1977,,gregorian,141.0,141.0,141.0,86.0,86.0,86.0,27.0,27.0,27.0,mm
_binding_1,manuscript_12201,,,"Cambridge, University Library, MS Kk.5.6",Modern western binding. Paper over couched-laminate boards. Leather spine tooled in gold with title Miscellanea Graece M.S. and shelfmark only partially legible Kk.5.6. ; 342 240 53,The boards are loose. The textblock has split into four parts; the spine is broken.,,,,1700,1799,,gregorian,342.0,342.0,342.0,240.0,240.0,240.0,53.0,53.0,53.0,mm
_binding_1,manuscript_12202,,,"Cambridge, University Library, MS Kk.5.7",Modern western binding. Paper over couched-laminate boards. Leather spine tooled in gold with title Miscellanea Graece M.S. and shelfmark only partially legible Kk.5.6. ; 342 240 53,"The boards are loose. The textblock split in four parts, therefore the spine is broken.",,,,1700,1799,,gregorian,342.0,342.0,342.0,240.0,240.0,240.0,53.0,53.0,53.0,mm
_binding_1,manuscript_12203,,,"Cambridge, University Library, MS Kk.5.8",Modern western binding. Paper over couched-laminate boards. Leather spine tooled in gold with title Miscellanea Graece M.S. and shelfmark only partially readable Kk.5.6. ; 342 240 53 ; A leather page marker is placed on f. 30 to open the book where a new text begins.,"The boards are loose. The textblock split in four parts, the spine is broken.",,,,1700,1799,,gregorian,342.0,342.0,342.0,240.0,240.0,240.0,53.0,53.0,53.0,mm
_binding_1,manuscript_12204,,,"Cambridge, University Library, MS Kk.5.9","Modern western binding. Paper over couched-laminate boards. Leather spine tooled in gold with title Miscellanea Graece M.S. and shelfmark only partially readabe Kk.5.6. ; 342 240 53 ; Two leather page markers are placed on ff. 59 and 83, to open the book where a new text begins.","The boards are loose. The textblock split in four parts, the spine is broken.",,,,1700,1799,,gregorian,342.0,342.0,342.0,240.0,240.0,240.0,53.0,53.0,53.0,mm
_binding_1,manuscript_12205,,,"Cambridge, University Library, MS Kk.5.11","Western binding, parchment over couched-laminate boards. Rebacked, spine covered in leather, tooled in gold with title Ius civile graecorum M.S.; leather label on spine with a part of the shelfmark (5 11).; 360 259 82 ; On the left board Thomas Tanner (1674-1737) wrote the number (and signature) which the codex has in his handwritten list of the manuscripts of John Moore. Therefore the binding, in any case, cannot be dated later than 1714. ; On the upper part of the fore-edge is written the number 5, which probably corresponds with the number written in the upper margin of f. 2r, being maybe an ancient signature of the manuscript.","In fair condition, with some scratches and worm holes on the right board.",,,,1500,1714,,,360.0,360.0,360.0,259.0,259.0,259.0,82.0,82.0,82.0,mm
_binding_1,manuscript_12206,,,"Cambridge, University Library, MS Kk.5.12","18th-century quarter leather binding, with a brown leather spine and parchment covering over millboards, reused from a previous binding, with plain pastedowns. There is decorative gold tooling on the spine, along with the title Glossarium Graeco Latinum on a red label and the classmark, also tooled in gold. The Moore library classmark and the date C. XIII have been written in ink on the left board.; 298 226 73",,,,,1700,1799,,gregorian,298.0,298.0,298.0,226.0,226.0,226.0,73.0,73.0,73.0,mm
_binding_1,manuscript_12207,,,"Cambridge, University Library, MS Kk.5.19","Bound by Wiseman of Cambridge (first half of 19th century), and signed on lower margin of first marbled endleaf, verso.; Binding in pale brown full leather covering over millboards. Marbled paper endleaves.; The volume is wrapped in a very worn black leather chemise covering the whole binding, save the head and tail of the spine. The name of the author and the classmark are gold-tooled on the spine of the chemise: Kk Thucydides 5 19.; 298 226 73",,,,,1800,1850,,gregorian,298.0,298.0,298.0,226.0,226.0,226.0,73.0,73.0,73.0,mm
_binding_1,manuscript_12208,,,"Cambridge, University Library, MS Kk.5.25","Rebound in December 1964 by Douglas Cockerell and Son in Grantchester, according to a note on the left pastedown. Brown quarter leather and patterned paper covering over millboards, with plain pastedowns. The classmark and the attributed author's name and title, Zonarae Lexikon are tooled in gold on the spine. A label from a previous binding with the title tooled in gold is pasted inside the left-hand board.; 318 230 75",,,,1964-12-01,1964-12-01,1964-12-01,,gregorian,318.0,318.0,318.0,230.0,230.0,230.0,75.0,75.0,75.0,mm
_binding_1,manuscript_12209,,,"Cambridge, University Library, MS Kk.5.26","Modern western binding. Paper and leather (from the spine) on couched-laminate boards, gold tooled leather spine with title Analeel Graeca M.S. and shelfmark. ; Gilded edges with a gauffered foliate design.; On the left pastedown is glued the Royal bookplate; above it, the shelfmark is written in black ink.; 300 221 43",The left board is detached from the spine.,,,,1700,1900,,,300.0,300.0,300.0,221.0,221.0,221.0,43.0,43.0,43.0,mm
_binding_1,manuscript_12210,,,"Cambridge, University Library, MS Kk.5.27",Modern western binding. Paper over couched-laminate boards. Leather spine tooled in gold with title Olimpiod: In Alcibiadem and shelfmark Kk.5.27. ; 299 226 34,,,,,1700,1899,,gregorian,299.0,299.0,299.0,226.0,226.0,226.0,34.0,34.0,34.0,mm
_binding_1,manuscript_12211,,,"Cambridge, University Library, MS Kk.5.28","Early modern western binding. Marbled paper over couched-laminate boards. Spine covered with leather, tooled in gold, with title and shelfmark. ; 278 190 24","Two small pieces of the spine, in the upper and lower part, are missing.",,,,1700,1799,,gregorian,278.0,278.0,278.0,190.0,190.0,190.0,24.0,24.0,24.0,mm
_binding_1,manuscript_12212,,,"Cambridge, University Library, MS Kk.5.31","Modern western binding, leather over millboard, spine with title and shelfmark tooled in gold. Blind tooling in form of a double frame on the boards. A leather label with authors' names tooled in gold is presently pasted on f. i.; 250 189 30","Rebacked in 1969, as noted on f. ii recto: Repaired by Gray, Cambridge Oct. 1969.",,,,1700,1899,,,250.0,250.0,250.0,189.0,189.0,189.0,30.0,30.0,30.0,mm
_binding_1,manuscript_12213,,,"Cambridge, University Library, MS Kk.5.35","Couched-laminate board binding covered in quarter mid-brown tanned calfskin with stamped ornamentation and marbled paper on the sides. The title is tooled in gold on the spineEvang. Grec. M.S.. The edges are gilded and gauffred. Left inner joint is partially split, the right inner one is completely split; the rear board is loose. The spine is broken in correspondence with f. 171 and the textblock is divided in two parts. 249 169 78",,,,,1715,1899,,,249.0,249.0,249.0,169.0,169.0,169.0,78.0,78.0,78.0,mm
_binding_1,manuscript_12214,,,"Cambridge, University Library, MS Kk.5.37","Rebound in February 1962 by Douglas Cockerell and Son in Letchworth, according to a note inside the left board. Brown quarter leather and patterned paper covering over millboards, with plain pastedowns. There are two black leather labels on the spine with the classmark and the author's name Constantinus Manasses tooled in gold. Labels from a previous binding, bearing the classmark and the author's name, tooled in gold, are pasted inside the left-hand board.; 246 187 43",,,,1962-02-01,1962-02-01,1962-02-01,,gregorian,246.0,246.0,246.0,187.0,187.0,187.0,43.0,43.0,43.0,mm
_binding_1,manuscript_12215,,,"Cambridge, University Library, MS Kk.6.4","19th-century quarter leather binding, with marbled paper covering over couched-laminate boards and parchment pastedowns. Remnants of thread page markers survive at the edge of some folios (e.g. ff. 83, 90). There is decorative gold tooling on the spine, along with the classmark tooled in gold and the title Novum Testamentum Graecum tooled in gold on a red label.; 187 134 76","The text-block is broken into three parts, the first comprising the left board and endleaves and Quires 1-11, the second of Quire 12 and the third of Quires 13-32 and the right endleaves and board. The sewing attaching Quires 11 and 13 is largely broken, each being attached by a single surviving thread. The left outer joint is split and there have been losses to the covering material at the tail.",,,,1800,1899,,gregorian,187.0,187.0,187.0,134.0,134.0,134.0,76.0,76.0,76.0,mm
_binding_1,manuscript_12216,,,"Cambridge, University Library, MS Kk.6.23",Bound with couched-laminate boards. The title (Epist: Græcæ M.S.) is tooled in gold on the spine; the classmark was added to the spine later.; 215 151 22,,,,,1674,1899,,gregorian,215.0,215.0,215.0,151.0,151.0,151.0,22.0,22.0,22.0,mm
_binding_2,manuscript_12216,,,"Cambridge, University Library, MS Kk.6.23","The binding re-uses panels probably made in France (end of 15th cent.-early 16th cent.); in all likelihood these belonged to the original binding. Both boards are stamped: a rectangle contains four rectangles decorated with vine branches of grapes and dogs, birds, dragons and monkeys or naked men, in rows facing each other. The rows are enclosed by four fleur-de-lis in the corners and the vv. 7-8 of Psalm 84: Ostende nobis Domine misericordiam tuam et salutare tuum da nobis. Between the rectangles, the figures of a deer, a dog, a dragon and a wild boar are stamped. Two royal coats of arms of France are added on the front cover. The metal claps have gone, but the holes remain on both boards.",,,,,1490,1510,,gregorian,215.0,215.0,215.0,151.0,151.0,151.0,22.0,22.0,22.0,mm
_binding_1,manuscript_12217,,,"Cambridge, University Library, MS Kk.6.27",Binding of the late 17th or early 18th century in pale brown full leather covering over millboards.; The title is tooled in gold on the spine: Sophocles. There is decorative tooling on spine and on the board edge.; 198 159 17,,,,,1697,1715,,gregorian,198.0,198.0,198.0,159.0,159.0,159.0,17.0,17.0,17.0,mm
_binding_1,manuscript_12218,,,"Cambridge, University Library, MS Kk.6.29","Early modern binding, repaired and rebacked, retaining the existing boards, in December 1969 by Douglas Cockerell and Son in Grantchester, according to a note on the left pastedown. Brown full leather covering over millboards, with printed waste pastedowns (Pablo de Santa Maria, Archbishop of Burgos, Dialogus Pauli et Sauli contra Judæos, sive Scrutinium scripturarum). There is a blind-tooled border with corner ornament on the boards, and the classmark and the author's name Dionysius Periegetes are tooled in gold on the spine. The edges have been painted black.; 204 254 36",,,,1969-12-01,1969-12-01,1969-12-01,,gregorian,204.0,204.0,204.0,254.0,254.0,254.0,36.0,36.0,36.0,mm
_binding_1,manuscript_12219,,,"Cambridge, University Library, MS Kk.6.34","Binding by Stoakley ( ) of Bound by Stoakley, late Hawes Cambridge, dated 1894 on inside left board. Half-leather, millboard with marbled cloth covering, brown leather spine and corners. The title Longinus, and classmark Kk 6.34 are tooled in gold on the spine. 173 131 19",,,,1894,1894,1894,,gregorian,173.0,173.0,173.0,131.0,131.0,131.0,18.0,18.0,18.0,mm
_binding_1,manuscript_12220,,,"Cambridge, University Library, MS Ll.2.13","18th-century couched-laminate board binding covered in quarter mid-brown tanned calfskin with marbled paper on the sides.There is a red leather label on the spine with the title Quatuor Evangelia Graece tooled in gold. The classmark (Ll M.S. 2 13) is tooled directly on the spine. F. 1 is pasted on the board; f. 186 used to be pasted on the board, and traces from the marbled paper of the cover remain. The fore- top- and tail-edges are gilded. 294 191 48",,,,,1715,1899,,,294.0,294.0,294.0,191.0,191.0,191.0,48.0,48.0,48.0,mm
