metadata: hand UID,metadata: file URL,metadata: collection,metadata: msID,metadata: shelfmark,metadata: part,metadata: part ID,metadata: part type,overview: hands,overview: total hands,person: scribe ref,person: hand n,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: loci,locus: locus,locus: from,locus: to,date: date,date: when,date: notAfter,date: notBefore,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
St_Johns_College_MS_25_hand_1,manuscript_12025,St_Johns_College,St_Johns_College_MS_25,St John's College MS 25,,St_Johns_College_MS_25,,"Written in textura, usually with anglicana forms for a and g, probably by three or four scribes:",,,,,,,,0,,,,,,,,,textualisNorthern,,,textura; anglicana,,,,,,,,,
St_Johns_College_MS_25_hand_2,manuscript_12025,St_Johns_College,St_Johns_College_MS_25,St John's College MS 25,,St_Johns_College_MS_25,,1 wrote fols. 1–78 in gothic textura quadrata;,,,,hand-1,,,,1,fols. 1–78,1r,78r,,,,,,textualisNorthern,,,gothic textura quadrata,,,,,,,,,
St_Johns_College_MS_25_hand_3,manuscript_12025,St_Johns_College,St_Johns_College_MS_25,St John's College MS 25,,St_Johns_College_MS_25,,"2, fols. 79–119, 122–44 in gothic textura semiquadrata;",,,,hand-2,,,,2,79–119; 122–44,79r 122r,119r 144r,,,,,,textualisNorthern,,,gothic textura semiquadrata,,,,,,,,,
St_Johns_College_MS_25_hand_4,manuscript_12025,St_Johns_College,St_Johns_College_MS_25,St John's College MS 25,,St_Johns_College_MS_25,,"3, fols. 144 until at least fol. 165, and possibly all the way to the end, in gothic textura quadrata.",,,,hand-3,,,,1,fols. 144 until at least fol. 165,144r,165r,,,,,,textualisNorthern,,,gothic textura quadrata,,,,,,,,,
St_Johns_College_MS_25_hand_5,manuscript_12025,St_Johns_College,St_Johns_College_MS_25,St John's College MS 25,,St_Johns_College_MS_25,,"In addition, a further scribe is responsible for the table of contents (fols. 120–1), written on an intruded bifolium in gothic textura quadrata.",,,,,,,,1,(fols. 120–1),120r,121r,,,,,,textualisNorthern,,,gothic textura quadrata,,,,,,,,,
St_Johns_College_MS_25_hand_6,manuscript_12025,St_Johns_College,St_Johns_College_MS_25,St John's College MS 25,,St_Johns_College_MS_25,,Punctuation by medial point and punctus elevatus.,,,,,,,,0,,,,,,,,,textualisNorthern,,,medial point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_26_hand_1,manuscript_12026,St_Johns_College,St_Johns_College_MS_26,St John's College MS 26,,St_Johns_College_MS_26,,"Written in two sizes of transitional protogothic bookhand/gothic textura, the gloss above top line, the text below top line. Punctuation by point only.",,,,,,,,0,,,,,,,,,protogothic,,,protogothic bookhand; gothic textura; point,,,,,,,,,
St_Johns_College_MS_27_hand_1,manuscript_12027,St_Johns_College,St_Johns_College_MS_27,St John's College MS 27,,St_Johns_College_MS_27,,Written in two styles of transitional protogothic bookhand/gothic textura. Punctuation by point only.,,,,,,,,0,,,,,,,,,protogothic,,,protogothic bookhand; gothic textura; point,,,,,,,,,
St_Johns_College_MS_28_hand_1,manuscript_12028,St_Johns_College,St_Johns_College_MS_28,St John's College MS 28,,St_Johns_College_MS_28,,"Written in insular square minuscule with both long and 8-shaped caroline s alternating with the insular form. Punctuation by double point, punctus versus, punctus elevatus, and occasional point and medial point. As one expects in this script at this date, the book was produced in the insular manner, and it is difficult to be certain which side of the skin appears on the outside of the quires.",,,,,,,,0,,,,,,,,,minusculeInsular,,,"insular square minuscule; double point, punctus versus, punctus elevatus, and occasional point and medial point.",,,,,,,,,
St_Johns_College_MS_28_hand_2,manuscript_12028,St_Johns_College,St_Johns_College_MS_28,St John's College MS 28,,St_Johns_College_MS_28,,"The added materials written in caroline. Punctuation as in the main portion of the MS, but lacking the medial point.",,,,,,,,0,,,,,,,,,minusculeCaroline,,,caroline,,,,,,,,,
St_Johns_College_MS_29_hand_1,manuscript_12029,St_Johns_College,St_Johns_College_MS_29,St John's College MS 29,,St_Johns_College_MS_29,,Written in gothic textura quadrata. Punctuation by medial point and punctus elevatus.,,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura quadrata; medial point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_31_hand_1,manuscript_12031,St_Johns_College,St_Johns_College_MS_31,St John's College MS 31,,St_Johns_College_MS_31,,"Written in gothic textura quadrata, above the top line; in spite of the format shift, the same hand throughout. Punctuation by point and punctus elevatus.",,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura quadrata; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_34_hand_1,manuscript_12034,St_Johns_College,St_Johns_College_MS_34,St John's College MS 34,,St_Johns_College_MS_34,,"Written in gothic textura semiquadrata. Punctuation by point, and occasional punctus elevatus",,,,,,,,0,,,,,,,,,textualisNorthern,,,"gothic textura semiquadrata.; Punctuation by point, and occasional punctus elevatus",,,,,,,,,
St_Johns_College_MS_35_hand_1,manuscript_12035,St_Johns_College,St_Johns_College_MS_35,St John's College MS 35,,St_Johns_College_MS_35,,Written in humanistic bookhand.,,,,,,,,0,,,,,,,,,humanistica,,,humanistic bookhand,,,,,,,,,
St_Johns_College_MS_36_hand_1,manuscript_12036,St_Johns_College,St_Johns_College_MS_36,St John's College MS 36,,St_Johns_College_MS_36,,"Written in gothic textura quadrata, above top line; in spite of extreme variations in duct, arguably a single hand (see fol. 159 for several script-forms in close collision). Punctuation by point and punctus elevatus.",,,,,,,,1,fol. 159,159r,159r,,,,,,textualisNorthern,,,gothic textura quadrata; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_38_hand_1,manuscript_12038,St_Johns_College,St_Johns_College_MS_38,St John's College MS 38,,St_Johns_College_MS_38,,"Written in caroline, perhaps by more than one scribe; but the same distinguishing features which would set apart, for example, fols. 78–135, appear for brief spaces, with other variations in duct, within consecutively written portions, for example, on vfol. 254. Punctuation by point and punctus elevatus.",,,,,,,,2,fols. 78–135v; fol. 254,78r 254r,135v 254r,,,,,,minusculeCaroline,,,caroline; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_39_hand_1,manuscript_12039,St_Johns_College,St_Johns_College_MS_39,St John's College MS 39,,St_Johns_College_MS_39,,"Written in two different styles of gothic textura, the text often in a thick and formal semiquadrata, the gloss only slightly smaller but a much thinner and more current quadrata.The text is below the top line, the gloss often extending into the upper margin. At least two, and perhaps three, scribes: scribe 2 copied fols. 44–86; if there is a third, he took up at fol. 120; and scribe 1 is responsible for the remainder. Punctuation by vmedial point, punctus versus, and punctus interrogativus.",,,,,,,,2,fols. 44–86; fol. 120v,44r 120v,86r 120v,,,,,,textualisNorthern,,,gothic textura; semiquadrata; quadrata; medial point; punctus versus; punctus interrogativus,,,,,,,,,
St_Johns_College_MS_39_hand_2,manuscript_12039,St_Johns_College,St_Johns_College_MS_39,St John's College MS 39,MS 39 - Flyleaf text (e),,flyleaf,"Written in protogothic bookhand, s. xii ex.",,,,,,,,0,,,,s. xii ex.,,1200,1175,Gregorian,protogothic,,,protogothic bookhand,,,,,,,,,
St_Johns_College_MS_40_hand_1,manuscript_12040,St_Johns_College,St_Johns_College_MS_40,St John's College MS 40,,St_Johns_College_MS_40,,Written in humanistica cursiva. Punctuation by point only.,,,,,,,,0,,,,,,,,,humanisticaCursiva,,,humanistica cursiva; point,,,,,,,,,
St_Johns_College_MS_42_hand_1,manuscript_12042,St_Johns_College,St_Johns_College_MS_42,St John's College MS 42,,St_Johns_College_MS_42,,"In two sizes of gothic textura quadrata, the gloss above the top line, but the text beneath it. Punctuation by point and punctus elevatus.",,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura quadrata; point; punctus elevatus.,,,,,,,,,
St_Johns_College_MS_43_hand_1,manuscript_12043,St_Johns_College,St_Johns_College_MS_43,St John's College MS 43,,St_Johns_College_MS_43,,"Written in two styles of protogothic bookhand. Punctuation by point, punctus elevatus, and punctus interrogativus.",,,,,,,,0,,,,,,,,,protogothic,,,protogothic bookhand; point; punctus elevatus; punctus interrogativus,,,,,,,,,
St_Johns_College_MS_45_hand_1,manuscript_12045,St_Johns_College,St_Johns_College_MS_45,St John's College MS 45,,St_Johns_College_MS_45,,Written in secretary. Punctuation by occasional point.,,,,,,,,0,,,,,,,,,cursiva,,,secretary,,,,,,,,,
St_Johns_College_MS_46_hand_1,manuscript_12046,St_Johns_College,St_Johns_College_MS_46,St John's College MS 46,,St_Johns_College_MS_46,,Written in protogothic bookhand. Punctuation by point and punctus elevatus.,,,,,,,,0,,,,,,,,,protogothic,,,protogothic bookhand; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_47_hand_1,manuscript_12047,St_Johns_College,St_Johns_College_MS_47,St John's College MS 47,,St_Johns_College_MS_47,,"Written in gothic textura quadrata. Punctuation by point, double point, and occasional punctus elevatus.",,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura quadrata; point; double point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_48_hand_1,manuscript_12048,St_Johns_College,St_Johns_College_MS_48,St John's College MS 48,,St_Johns_College_MS_48,,"Written in a spiky textura semiquadrata. Punctuation by point, medial point, and punctus elevatus.",,,,,,,,0,,,,,,,,,textualisNorthern,,,textura semiquadrata; point; medial point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_49_hand_1,manuscript_12049,St_Johns_College,St_Johns_College_MS_49,St John's College MS 49,,St_Johns_College_MS_49,,Written in transitional protogothic bookhand/gothic textura. Punctuation by point and punctus elevatus.,,,,,,,,0,,,,,,,,,protogothic,,,protogothic bookhand; gothic textura; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_50_hand_1,manuscript_12050,St_Johns_College,St_Johns_College_MS_50,St John's College MS 50,,St_Johns_College_MS_50,,Written in gothic textura semiquadrata (with influence of document hands). Punctuation by point and punctus elevatus.,,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura semiquadrata; point and punctus elevatus,,,,,,,,,
St_Johns_College_MS_51_hand_1,manuscript_12051,St_Johns_College,St_Johns_College_MS_51,St John's College MS 51,,St_Johns_College_MS_51,,"Written in protogothic bookhand. Punctuation by point, punctus elevatus, and punctus interrogativus.",,,,,,,,0,,,,,,,,,protogothic,,,"protogothic bookhand; point, punctus elevatus, and punctus interrogativus.",,,,,,,,,
St_Johns_College_MS_53_hand_1,manuscript_12053,St_Johns_College,St_Johns_College_MS_53,St John's College MS 53,,St_Johns_College_MS_53,,"Written in anglicana (with secretary a). There appear to be at least four scribes, the first two working in near concert. Generally speaking, however, the production is consonant with a divided exemplar having been distributed among various copyists; some effort seems to have been made to disguise exchanges between one copyist and another by making the same scribe copy a full opening across quire boundaries. Punctuation by point and virgula.",,,,,,,,0,,,,,,,,,curvisaAntiquior,,,anglicana; secretary; point; virgula,,,,,,,,,
St_Johns_College_MS_53_hand_2,manuscript_12053,St_Johns_College,St_Johns_College_MS_53,St John's College MS 53,,St_Johns_College_MS_53,,"Scribe 1 copied fols. 1–12, va16, and most of 17 (quires 1, 3–5).v–40",,,,hand-1,,,,3,fols. 1–12va; 16; 17v–40,1ra 16 17v,12va 16 40r,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_53_hand_3,manuscript_12053,St_Johns_College,St_Johns_College_MS_53,St John's College MS 53,,St_Johns_College_MS_53,,"A different hand, not apparent elsewhere, has written a little on fol. 3, and the next scribe writes intermittently in later parts of scribe 1’s stint.rab",,,,,,,,1,fol. 3rab,3rab,3rab,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_53_hand_4,manuscript_12053,St_Johns_College,St_Johns_College_MS_53,St John's College MS 53,,St_Johns_College_MS_53,,"Scribe 2 copied fols. 12, va–15vb17, intermittent sections through to fol. 40, and 40 (quires 6–11). The end of his stint corresponds with a cancelled final leaf, presumably the result of inaccurate ‘casting off’ of the supply of text.v–87v",,,,hand-2,,,,4,fols. 12va–15vb; 17; fol. 40; 40v–87v,12va 17r 40r 40v,15vb 17r 40r 87v,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_53_hand_5,manuscript_12053,St_Johns_College,St_Johns_College_MS_53,St John's College MS 53,,St_Johns_College_MS_53,,Scribe 3 copied only fols. 88–96 (quire 12).,,,,hand-3,,,,1,fols. 88–96,88r,96r,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_53_hand_6,manuscript_12053,St_Johns_College,St_Johns_College_MS_53,St John's College MS 53,,St_Johns_College_MS_53,,"Scribe 4 copied the remainder, fols. 96 (quires 13–23); his work may actually have begun with quire 14, and he may have filled in quire 12 to join with scribe 3, since yet another cancelled leaf occurs at its end (following v–178vfol. 102).",,,,hand-4,,,,2,fols. 96v–178v; fol. 102,96v 102r,178v 102r,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_54_hand_1,manuscript_12054,St_Johns_College,St_Johns_College_MS_54,St John's College MS 54,Manuscript 1 = Fols. 1–48,,,"Written in mixed anglicana/secretary, s. xv in. or xv, the hand typified, in spite of shifts of duct, by a 9-shaped 1secretary g and fairly regular use of anglicana r. Punctuation by point and occasional double virgula.",,,,,,,,0,,,,"s. xv in. or
                                 xv1",,1430,1400,Gregorian,curvisaAntiquior,,,anglicana; secretary; secretary; anglicana; point; double virgula,,,,,,,,,
St_Johns_College_MS_54_hand_2,manuscript_12054,St_Johns_College,St_Johns_College_MS_54,St John's College MS 54,Manuscript 2 = Fols. 49–68,,,"Written in anglicana with a pronounced secretary duct and some secretary letter forms (e.g. regularly a and r), s. xv med. Punctuation by medial point and double virgula.",,,,,,,,0,,,,s. xv med.,,1475,1425,Gregorian,curvisaAntiquior,,,anglicana; secretary; secretary; medial point; double virgula.,,,,,,,,,
St_Johns_College_MS_54_hand_3,manuscript_12054,St_Johns_College,St_Johns_College_MS_54,St John's College MS 54,Manuscript 3 = Fols. 69–80,,,Written in secretary s. xv med. Punctuation by point and medial point.,,,,,,,,0,,,,"s. xv
                              med.",,1475,1425,Gregorian,curvisa,,,secretary; point; medial point,,,,,,,,,
St_Johns_College_MS_56_hand_1,manuscript_12056,St_Johns_College,St_Johns_College_MS_56,St John's College MS 56,,St_Johns_College_MS_56,,Written in secretary. Punctuation by virgula at mid-line and a descendant of the punctus versus at line ends.,,,,,,,,0,,,,,,,,,cursiva,,,secretary; virgula; punctus versus,,,,,,,,,
St_Johns_College_MS_57_hand_1,manuscript_12057,St_Johns_College,St_Johns_College_MS_57,St John's College MS 57,,St_Johns_College_MS_57,,"Written by a single scribe in anglicana, with patches more given to secretary forms, (sporadic use of secretary g and simplified w). Punctuation by medial point and double virgula (the verse unpunctuated).",1,,,,,,,0,,,,,,,,,cursivaAntiquior,,,anglicana; secretary; secretary; medial point; double virgula,,,,,,,,,
St_Johns_College_MS_58_hand_1,manuscript_12058,St_Johns_College,St_Johns_College_MS_58,St John's College MS 58,,St_Johns_College_MS_58,,"Written in gothic textura prescissa, by the same (London?) scribe as MS 23. Punctuation by medial point, very occasional punctus elevatus, and descendant of the punctus versus at ends of entries.",,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura prescissa; medial point; punctus elevatus; punctus versus,,,,,,,,,
St_Johns_College_MS_59_hand_1,manuscript_12059,St_Johns_College,St_Johns_College_MS_59,St John's College MS 59,,St_Johns_College_MS_59,,"Written in anglicana, probably a single hand, although there are shifts of duct and pen. Punctuation by medial point.",,,,,,,,0,,,,,,,,,cursivaAntiquior,,,anglicana;,,,,,,,,,
St_Johns_College_MS_60_hand_1,manuscript_12060,St_Johns_College,St_Johns_College_MS_60,St John's College MS 60,,St_Johns_College_MS_60,,Written in gothic textura semiquadrata. Punctuation by point and virgula.,,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura semiquadrata; point and virgula,,,,,,,,,
St_Johns_College_MS_61_hand_1,manuscript_12061,St_Johns_College,St_Johns_College_MS_61,St John's College MS 61,,St_Johns_College_MS_61,,"Written in large transitional protogothic bookhand/gothic textura of an s. xii mien, above top line. Punctuation by point and occasional punctus elevatus.",,,,,,,,0,,,,s. xii,,1200,1100,,protogothic,,,protogothic bookhand; gothic textura; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_62_hand_1,manuscript_12062,St_Johns_College,St_Johns_College_MS_62,St John's College MS 62,,St_Johns_College_MS_62,,"Written in very late protogothic bookhand, square and regular, above top line; fols. 1–2 are by a different contemporary hand. Punctuation by point, punctus elevatus, and punctus interrogativus.",,,,,,,,1,fols. 1–2,1,2,,,,,,protogothic,,,protogothic bookhand; point; punctus elevatus; punctus interrogativus,,,,,,,,,
St_Johns_College_MS_63_hand_1,manuscript_12063,St_Johns_College,St_Johns_College_MS_63,St John's College MS 63,,St_Johns_College_MS_63,,"Written in a variety of protogothic bookhands and transitional protogothic bookhand/gothic texturas (the final one most emphatically textura in its duct, if not letter formation), above top line. Punctuation by point and occasional punctus elevatus.The volume is a disorganized communal job, not apparently well supervised. There may be as many as a dozen scribes contributing, often very small stints; at least provisionally, I would identify these major divisions in the work: one scribe for fols. 1–44; fols. 45–9 alternating between two other scribes; two new scribes for fols. 50–73 and 74–88, the second perhaps also responsible for fols. 101 (with some other hands in the first five leaves of the first stint); v–16fols. 89–101 a different scribe, with vfols. 91–4 copied by yet another individual not otherwise involved in the volume). Three new hands follow at 116–21, v121, and v–4vb124.vb–34The appendix may indeed be a tribute to this form of production. The scribal ‘team’ sought to make good omissions by checking contents against an exemplar and collecting items overlooked in the earlier copying. But the relative disorder in which items have been added appears every bit as random a procedure as the original copying seems to have been.",,,,,,,,10,fols. 1–44; fols. 45–9; fols. 50–73; 74–88; fols. 101v–16; fols. 89–101v; fols. 91–4; 116–21v; 121v–4vb; 124vb–34,1r 45r 50r 74r 101v 89r 91r 116r 121v 124vb,44r 49r 73r 88r 116r 101v 94r 121v 124vb 134r,,,,,,protogothic,,,protogothic bookhands; protogothic bookhand; gothic texturas; textura; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_64_hand_1,manuscript_12064,St_Johns_College,St_Johns_College_MS_64,St John's College MS 64,,St_Johns_College_MS_64,,Written in continental (Germanic) cursiva. Light punctuation by point only.,,,,,,,,0,,,,,,,,,curvisa,,,continental (Germanic) cursiva; point,,,,,,,,,
St_Johns_College_MS_65_hand_1,manuscript_12065,St_Johns_College,St_Johns_College_MS_65,St John's College MS 65,,St_Johns_College_MS_65,,"Written in anglicana, fols. 67–72 perhaps by a different scribe from the remainder. Punctuation by point and medial point.",,,,,,,,1,fols. 67–72,67r,72r,,,,,,cursivaAntiquior,,,anglicana; point; medial point.,,,,,,,,,
St_Johns_College_MS_66B_hand_1,manuscript_12066,St_Johns_College,St_Johns_College_MS_66B,St John's College MS 66B,,St_Johns_College_MS_66B,,Written in anglicana formata (ascenders generally unlooped). Punctuation by medial point only.,,,,,,,,0,,,,,,,,,cursivaAntiquior,,,anglicana formata; Punctuation by medial point only.,,,,,,,,,
St_Johns_College_MS_67_hand_1,manuscript_12067,St_Johns_College,St_Johns_College_MS_67,St John's College MS 67,,St_Johns_College_MS_67,,Written in protogothic bookhand. Punctuation by point and punctus elevatus.,,,,,,,,0,,,,,,,,,protogothic,,,protogothic bookhand; point and punctus elevatus,,,,,,,,,
St_Johns_College_MS_68_hand_1,manuscript_12068,St_Johns_College,St_Johns_College_MS_68,St John's College MS 68,,St_Johns_College_MS_68,,Written in French bastard secretary (lettre bâtarde). Punctuation by point only.,,,,,,,,0,,,,,,,,,curvisa,,,French bastard secretary; lettre bâtarde; point,,,,,,,,,
St_Johns_College_MS_69_hand_1,manuscript_12069,St_Johns_College,St_Johns_College_MS_69,St John's College MS 69,,St_Johns_College_MS_69,,Written in continental (Italian) cursiva formata. Punctuation by occasional point.,,,,,,,,0,,,,,,,,,curvisa,,,continental (Italian) cursiva formata; point,,,,,,,,,
St_Johns_College_MS_69_hand_2,manuscript_12069,St_Johns_College,St_Johns_College_MS_69,St John's College MS 69,,,fragment,"Written in anglicana formata, s. xiv med.",,,,,,,,0,,,,s. xiv med.,,1375,1325,Gregorian,cursivaAntiquior,,,anglicana formata,,,,,,,,,
St_Johns_College_MS_71_hand_1,manuscript_12071,St_Johns_College,St_Johns_College_MS_71,St John's College MS 71,,St_Johns_College_MS_71,,Written in continental cursiva formata. Punctuation by occasional point.,,,,,,,,0,,,,,,,,,curvisa,,,cursiva formata; point.,,,,,,,,,
St_Johns_College_MS_71_hand_2,manuscript_12071,St_Johns_College,St_Johns_College_MS_71,St John's College MS 71,MS 71 - pastedowns,,fragment,"Written in anglicana formata,. s. xiv med.",,,,,,,,0,,,,s. xiv med.,,1375,1325,Gregorian,curvisaAntiquior,,,anglicana formata,,,,,,,,,
St_Johns_College_MS_73_hand_1,manuscript_12073,St_Johns_College,St_Johns_College_MS_73,St John's College MS 73,,St_Johns_College_MS_73,,"Written in caroline, the main text by two scribes, the second beginning at the foot of fol. 109. Punctuation by point and punctus elevatus.",,,,,,,,1,fol. 109,109r,109r,,,,,,minusculeCaroline,,,caroline; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_74_hand_1,manuscript_12074,St_Johns_College,St_Johns_College_MS_74,St John's College MS 74,,St_Johns_College_MS_74,,"Written in humanistic cursive. Punctuation by point, medial point, and punctus elevatus.",,,,,,,,0,,,,,,,,,humanisticaCurvisa,,,humanistic cursive; point; medial point; punctus elevatus.,,,,,,,,,
St_Johns_College_MS_75_hand_1,manuscript_12075,St_Johns_College,St_Johns_College_MS_75,St John's College MS 75,MS 75 - flyleaf (a),,flyleaf,"written in the same anglicana hand, s. xiv1 or s. xiv2/4.",,,,,,,,0,,,,s. xiv1 or s. xiv2/4.,,1350,1320,Gregorian,cursivaAntiquior,,,anglicana,,,,,,,,,
St_Johns_College_MS_75_hand_2,manuscript_12075,St_Johns_College,St_Johns_College_MS_75,St John's College MS 75,Manuscript 1 = Fols. 1–92,,,"Written in gothic textura rotunda, above top line (given the text, the MS must postdate 1234). Punctuation by medial point.",,,,,,,,0,,,,1234,,,1234,Gregorian,textualisNorthern,,,gothic textura rotunda; medial point,,,,,,,,,
St_Johns_College_MS_75_hand_3,manuscript_12075,St_Johns_College,St_Johns_College_MS_75,St John's College MS 75,"Manuscript 2 = Fols. 93–136, extended to Fol. 138 ",,,"Written in gothic textura semiquadrata, s. xiii in. above top line. Punctuation by point and punctus elevatus, many points ‘corrected’ to virgulae later.",,,,,,,,0,,,,s. xiii in.,,1225,1200,Gregorian,textualisNorthern,,,gothic textura semiquadrata; point; punctus elevatus; virgulae,,,,,,,,,
St_Johns_College_MS_76_hand_1,manuscript_12076,St_Johns_College,St_Johns_College_MS_76,St John's College MS 76,,St_Johns_College_MS_76,,Written in gothic textura rotunda. Punctuation by point and occasional punctus elevatus.,,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura rotunda; point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_77_hand_1,manuscript_12077,St_Johns_College,St_Johns_College_MS_77,St John's College MS 77,,St_Johns_College_MS_77,,"Written in anglicana (frequent secretary a), a second scribe for items 33–5, and fol. 12rv in John Dygon’s usual hand. Punctuation by medial point.",,,,,,,,0,,,,,,,,,cursivaAntiquior,,,anglicana; medial point,,,,,,,,,
St_Johns_College_MS_78_hand_1,manuscript_12078,St_Johns_College,St_Johns_College_MS_78,St John's College MS 78,Manuscript 1 = Fols. 1–54,,,"Written in mixed anglicana/secretary (secretary forms of g, r, and w, intermittently of a), s. xv med. Punctuation by point and medial point.",,,,,,,,0,,,,s. xv med.,,1475,1425,Gregorian,curvisaAntiquior,,,anglicana; secretary; secretary; point; medial point,,,,,,,,,
St_Johns_College_MS_78_hand_2,manuscript_12078,St_Johns_College,St_Johns_College_MS_78,St John's College MS 78,Manuscript 2 = Fols. 55–156,,,"Written in secretary, with sporadic anglicana letter forms, s. xv Punctuation by an occasional 2.virgula.",,,,,,,,0,,,,s. xv2.,,1480,1470,Gregorian,curvisa,,,secretary; anglicana; virgula,,,,,,,,,
St_Johns_College_MS_79_hand_1,manuscript_12079,St_Johns_College,St_Johns_College_MS_79,St John's College MS 79,,St_Johns_College_MS_79,,"Written in gothic textura rotunda (without ‘hooks’, but the minims very narrowly spaced in relation to their height). Punctuation by point, virgula, double point, and punctus interrogativus.",,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura rotunda; point; virgula; double point; punctus interrogativus.,,,,,,,,,
St_Johns_College_MS_80_hand_1,manuscript_12080,St_Johns_College,St_Johns_College_MS_80,St John's College MS 80,,St_Johns_College_MS_80,,"Written in various styles, from English secretary to continental cursivas, some with marked influence of humanistica, all arguably in the hand of the donor. Punctuation by point and virgula.",,,,,,,,0,,,,,,,,,curvisa,,,secretary; cursivas; humanistica; point; virgula,,,,,,,,,
St_Johns_College_MS_81_hand_1,manuscript_12081,St_Johns_College,St_Johns_College_MS_81,St John's College MS 81,,St_Johns_College_MS_81,,"Written in gothic textura semiquadrata, with exaggerated anglicana descenders in the bottom lines, not the usual topline ascenders. Punctuated by point (some adjusted to punctus elevatus), virgula, and punctus elevatus, with a good many later adjustments.",,,,,,,,0,,,,,,,,,textualisNorthern,,,"gothic textura semiquadrata; Punctuated by point (some adjusted to punctus elevatus), virgula, and punctus elevatus, with a good many later adjustments.",,,,,,,,,
St_Johns_College_MS_82_hand_1,manuscript_12082,St_Johns_College,St_Johns_College_MS_82,St John's College MS 82,,St_Johns_College_MS_82,,"Written in gothic textura quadrata. Punctuation by point and punctus elevatus; in some portions, by point and medial point.",,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura quadrata; point; punctus elevatus; point; medial point,,,,,,,,,
St_Johns_College_MS_84_hand_1,manuscript_12084,St_Johns_College,St_Johns_College_MS_84,St John's College MS 84,,St_Johns_College_MS_84,,"Written in mixed anglicana/secretary, the duct often showing influence of humanistica. Punctuation by point, punctus elevatus, and double virgula. The same scribe copied our MS 87.",,,,,,,,0,,,,,,,,,curvisaAntiquor,,,anglicana; secretary; humanistica; point; punctus elevatus; double virgula,,,,,,,,,
St_Johns_College_MS_85_hand_1,manuscript_12085,St_Johns_College,St_Johns_College_MS_85,St John's College MS 85,Manuscript 1 = Fols. 1–117,,,Written in textura semiquadrata. Punctuation by medial point and punctus elevatus.,,,,,,,,0,,,,,,,,,textualisNorthern,,,textura semiquadrata; medial point; punctus elevatus,,,,,,,,,
St_Johns_College_MS_85_hand_2,manuscript_12085,St_Johns_College,St_Johns_College_MS_85,St John's College MS 85,Manuscript 2 = Fols. 118–84,,,Written in gothic textura semiquadrata. Punctuation by point and occasional punctus elevatus.,,,,,,,,0,,,,,,,,,textualisNorthern,,,gothic textura semiquadrata; point; occasional punctus elevatus,,,,,,,,,
St_Johns_College_MS_86_hand_1,manuscript_12086,St_Johns_College,St_Johns_College_MS_86,St John's College MS 86,,St_Johns_College_MS_86,,Written in anglicana. Punctuation by sporadic double virgula and virgula.,,,,,,,,0,,,,,,,,,cursivaAntiquior,,,anglicana; double virgula; virgula,,,,,,,,,
St_Johns_College_MS_87_hand_1,manuscript_12087,St_Johns_College,St_Johns_College_MS_87,St John's College MS 87,,St_Johns_College_MS_87,,Written in anglicana/secretary heavily influenced by humanistica. Punctuation by point and occasional punctus elevatus and virgula. The same scribe is responsible for our MS 84.,,,,,,,,0,,,,,,,,,cursivaAntiquior,,,anglicana/secretary,,,,,,,,,
St_Johns_College_MS_88_hand_1,manuscript_12088,St_Johns_College,St_Johns_College_MS_88,St John's College MS 88,,St_Johns_College_MS_88,,Written in caroline. Punctuation by point only.,,,,,,,,0,,,,,,,,,minusculeCaroline,,,caroline; point,,,,,,,,,
